@relation iots-weka.filters.unsupervised.instance.RemoveWithValues-S100.0-C11-Lfirst-last-V-weka.filters.unsupervised.instance.RemoveWithValues-S100.0-C12-Lfirst-last-V-weka.filters.unsupervised.attribute.Remove-R1-8-weka.filters.unsupervised.attribute.NumericToNominal-R1-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.Remove-R10-14

@attribute decision {0,1}
@attribute comfort numeric
@attribute useful numeric
@attribute risk numeric
@attribute appropriate numeric
@attribute expected numeric
@attribute default numeric
@attribute framing numeric
@attribute ask.reason numeric
@attribute whof {assis,tv,hvac,wash,secu,refr,light,alarm}
@attribute purposef {preshouse,lochouse,opauto,alert}
@attribute collectionf {remrecoshr,remshr,remserv,remoptishr,reminsi,remreco,locopti,reminsishr,locinsi,remopti,locally,locreco}
@attribute whatf {coalarm,locsens,colight,coassis,cohvac,cowash,micro,cotv,watch,corefri,cam,cosecu}
@attribute cstore {share,remserv,locally}
@attribute caction {reco,nothing,opti,insight}

@data
1,1,1,1,2,0,1,0,1,assis,lochouse,remshr,coassis,share,nothing
1,1,0,1,0,0,1,0,0,assis,alert,locreco,cam,locally,reco
1,1,0,1,1,1,1,0,0,wash,alert,reminsishr,cowash,share,insight
1,1,0,1,1,0,1,0,0,secu,alert,remreco,cosecu,remserv,reco
1,0,1,1,1,0,1,0,0,wash,lochouse,locopti,coalarm,locally,opti
1,1,2,0,1,1,1,0,1,alarm,opauto,reminsi,watch,remserv,insight
1,1,2,1,1,1,1,0,1,hvac,opauto,remoptishr,cohvac,share,opti
0,-3,-3,-3,-3,-3,2,0,0,refr,alert,reminsi,micro,remserv,insight
1,1,1,1,1,0,2,0,1,light,lochouse,locally,coassis,locally,nothing
0,-3,-3,-3,-3,-3,2,0,0,tv,lochouse,remrecoshr,cowash,share,reco
0,-3,-3,-3,-3,-3,2,0,1,assis,preshouse,reminsishr,cohvac,share,insight
1,0,1,0,0,0,2,0,1,alarm,preshouse,locreco,locsens,locally,reco
0,-3,-3,-3,-3,-3,2,0,1,hvac,preshouse,remreco,watch,remserv,reco
0,-3,-3,-3,-3,-3,2,0,0,light,alert,remoptishr,corefri,share,opti
0,-1,-1,-2,-2,0,2,0,0,assis,opauto,locopti,cotv,locally,opti
0,0,0,0,0,0,2,0,0,tv,alert,locinsi,coalarm,locally,insight
0,-3,-3,-3,-3,-3,2,0,0,wash,lochouse,remserv,cosecu,remserv,nothing
0,-3,-3,0,0,0,2,0,0,secu,opauto,remopti,cam,remserv,opti
0,-3,-3,-3,-3,-3,2,0,0,alarm,opauto,remshr,colight,share,nothing
0,-3,-1,2,3,0,2,0,1,hvac,lochouse,remopti,cohvac,remserv,opti
0,-3,-1,-3,-3,2,2,0,0,refr,lochouse,remshr,cam,share,nothing
0,-3,1,-1,-3,2,2,0,1,secu,preshouse,remrecoshr,locsens,share,reco
0,-1,1,-1,1,2,2,0,0,secu,opauto,locinsi,cosecu,locally,insight
0,-3,-2,-2,-1,2,2,0,0,light,alert,remreco,colight,remserv,reco
0,-3,-2,-3,-3,3,2,0,0,tv,preshouse,locally,micro,locally,nothing
0,-3,1,-3,-3,3,2,0,0,tv,opauto,remoptishr,cotv,share,opti
0,-2,1,-3,-1,3,2,0,1,alarm,lochouse,locopti,watch,locally,opti
0,-3,0,-3,-2,3,2,0,1,assis,preshouse,remserv,coassis,remserv,nothing
0,-2,1,-3,-1,3,2,0,0,wash,opauto,reminsi,cowash,remserv,insight
0,-3,2,-3,-2,2,2,0,0,alarm,alert,reminsishr,coalarm,share,insight
0,-3,2,-1,1,3,2,0,0,refr,alert,locreco,corefri,locally,reco
1,2,2,3,2,2,1,1,0,hvac,preshouse,reminsi,cohvac,remserv,insight
1,2,2,3,2,1,1,1,1,light,opauto,remserv,colight,remserv,nothing
1,2,3,2,2,2,1,1,1,alarm,opauto,remrecoshr,coalarm,share,reco
1,2,3,3,3,3,1,1,0,secu,alert,remshr,locsens,share,nothing
1,-2,-1,-2,-2,-2,1,1,0,tv,lochouse,reminsishr,cotv,share,insight
1,-1,1,-1,-1,-2,1,1,1,tv,alert,locopti,micro,locally,opti
1,1,2,2,2,1,1,1,0,alarm,preshouse,locinsi,watch,locally,insight
1,-1,1,-1,-2,-2,1,1,0,assis,preshouse,remoptishr,coassis,share,opti
1,2,2,2,2,2,1,1,1,refr,alert,remopti,corefri,remserv,opti
1,1,2,1,1,1,1,1,0,wash,lochouse,remreco,cowash,remserv,reco
1,1,1,-1,1,-1,1,1,0,assis,opauto,locally,cam,locally,nothing
1,1,1,1,1,-1,1,1,0,secu,lochouse,locreco,cosecu,locally,reco
0,-2,-1,-1,-1,0,0,2,1,hvac,lochouse,locreco,watch,locally,reco
0,-3,-3,-3,-3,3,0,2,1,secu,lochouse,reminsishr,coassis,share,insight
0,-3,-3,-3,-3,-2,0,2,0,secu,alert,locopti,cam,locally,opti
0,-1,-2,-3,-2,0,0,2,0,alarm,preshouse,remoptishr,colight,share,opti
0,0,-1,0,0,0,0,2,0,refr,preshouse,locinsi,micro,locally,insight
0,0,-1,-1,-1,-1,0,2,0,light,preshouse,reminsi,corefri,remserv,insight
0,-1,-1,-1,-1,1,0,2,0,hvac,alert,remshr,coalarm,share,nothing
0,-1,-1,-1,-1,-1,0,2,1,assis,lochouse,remreco,cohvac,remserv,reco
0,0,0,-1,0,0,0,2,0,tv,opauto,remserv,cowash,remserv,nothing
0,-2,-2,-2,-2,0,0,2,0,refr,opauto,remrecoshr,cotv,share,reco
0,-2,-2,0,-2,0,0,2,0,wash,alert,remopti,cosecu,remserv,opti
0,-2,-2,-2,-2,-2,0,2,1,alarm,opauto,locally,locsens,locally,nothing
0,-3,-3,-3,-3,1,1,2,0,alarm,lochouse,reminsishr,cam,share,insight
0,-3,-3,-3,-3,1,1,2,0,tv,opauto,locally,cosecu,locally,nothing
0,-3,-3,-3,-3,1,1,2,0,refr,lochouse,locreco,cowash,locally,reco
0,-3,-3,-3,-3,2,1,2,0,light,lochouse,remreco,cotv,remserv,reco
0,-3,-3,-3,-3,1,1,2,0,secu,opauto,remrecoshr,micro,share,reco
0,-3,-3,-3,-3,1,1,2,0,assis,opauto,remserv,coalarm,remserv,nothing
0,-3,-3,-3,-3,1,1,2,0,hvac,alert,remopti,colight,remserv,opti
0,-3,-3,-3,-3,1,1,2,1,tv,preshouse,remoptishr,locsens,share,opti
0,-3,-3,-3,-3,1,1,2,1,secu,preshouse,locinsi,cohvac,locally,insight
0,-3,-3,-3,-3,1,1,2,1,refr,alert,remshr,watch,share,nothing
0,-3,-3,-3,-3,1,1,2,1,wash,preshouse,reminsi,coassis,remserv,insight
0,-3,-3,-3,-3,1,1,2,0,alarm,alert,locopti,corefri,locally,opti
1,2,1,1,1,1,1,1,0,wash,opauto,locopti,cam,locally,opti
1,0,1,1,1,0,1,1,0,refr,lochouse,remserv,cowash,remserv,nothing
0,0,-1,-1,-1,-1,1,1,0,tv,opauto,remopti,cosecu,remserv,opti
1,2,1,1,1,1,1,1,0,assis,preshouse,locreco,watch,locally,reco
0,0,-1,-1,-1,0,1,1,1,assis,opauto,remshr,coalarm,share,nothing
1,0,1,1,1,1,1,1,1,alarm,alert,reminsi,corefri,remserv,insight
0,-1,-1,-1,0,0,1,1,0,secu,preshouse,remreco,cohvac,remserv,reco
1,1,1,2,1,1,1,1,0,hvac,lochouse,locally,locsens,locally,nothing
1,1,0,0,1,1,1,1,1,hvac,alert,remoptishr,colight,share,opti
0,-1,-1,-1,-1,0,1,1,0,light,lochouse,remrecoshr,cotv,share,reco
1,0,1,1,1,1,1,1,0,wash,preshouse,reminsishr,coassis,share,insight
1,1,1,1,1,1,1,1,1,light,alert,locinsi,micro,locally,insight
1,2,2,3,3,2,2,2,0,hvac,lochouse,remoptishr,locsens,share,opti
1,2,2,3,2,2,2,2,0,secu,opauto,remreco,cotv,remserv,reco
1,2,3,3,2,3,2,2,0,assis,preshouse,remshr,watch,share,nothing
1,2,3,3,2,1,2,2,1,light,alert,remrecoshr,micro,share,reco
1,3,3,3,3,2,2,2,1,tv,preshouse,remopti,colight,remserv,opti
1,2,1,2,1,2,2,2,0,assis,opauto,locreco,cowash,locally,reco
1,3,3,3,3,3,2,2,1,refr,alert,remserv,coalarm,remserv,nothing
0,1,1,-2,1,1,2,2,0,hvac,alert,locally,cosecu,locally,nothing
1,2,0,2,2,2,2,2,0,wash,opauto,reminsishr,cam,share,insight
1,3,1,3,2,3,2,2,0,light,lochouse,locinsi,cohvac,locally,insight
1,2,3,2,1,2,2,2,0,alarm,lochouse,reminsi,coassis,remserv,insight
1,-2,-2,-1,-2,-2,2,2,1,wash,preshouse,locopti,corefri,locally,opti
1,0,1,-1,-1,1,1,1,1,tv,opauto,remshr,watch,share,nothing
1,-2,-2,-2,-2,-3,1,1,1,assis,alert,locinsi,cohvac,locally,insight
1,-2,-2,-2,-2,-2,1,1,0,light,preshouse,reminsishr,cam,share,insight
1,2,0,-2,-2,-2,1,1,0,light,opauto,locopti,corefri,locally,opti
1,-2,-2,-2,-2,-2,1,1,1,secu,alert,reminsi,coassis,remserv,insight
0,-2,-2,-2,-2,-2,1,1,0,refr,preshouse,remreco,cotv,remserv,reco
0,-2,-2,-2,-2,-2,1,1,0,assis,lochouse,remrecoshr,micro,share,reco
0,-2,-2,-2,-2,-2,1,1,0,tv,preshouse,locreco,cowash,locally,reco
1,-1,1,1,1,1,1,1,0,hvac,lochouse,remserv,coalarm,remserv,nothing
0,-2,-2,-2,-2,-2,1,1,1,wash,alert,remoptishr,locsens,share,opti
0,-2,-2,-2,-2,-2,1,1,0,wash,lochouse,locally,cosecu,locally,nothing
0,-2,-2,-2,-2,-2,1,1,0,alarm,opauto,remopti,colight,remserv,opti
0,-1,1,-1,-1,-1,0,2,1,hvac,lochouse,reminsi,cosecu,remserv,insight
1,0,1,1,1,1,0,2,0,light,alert,remserv,cohvac,remserv,nothing
1,2,1,1,1,1,0,2,0,tv,preshouse,locopti,locsens,locally,opti
1,1,1,1,1,1,0,2,0,assis,alert,locally,coalarm,locally,nothing
0,-2,-2,-2,-2,-2,0,2,0,tv,opauto,reminsishr,colight,share,insight
0,-2,-2,-2,-2,-2,0,2,0,alarm,alert,remrecoshr,coassis,share,reco
1,0,0,0,0,-1,0,2,1,alarm,lochouse,locinsi,cam,locally,insight
0,-2,-2,-2,-2,-2,0,2,0,wash,opauto,remreco,corefri,remserv,reco
0,-2,-2,-2,-2,-2,0,2,1,secu,preshouse,remshr,cotv,share,nothing
0,-2,-2,-2,-2,-2,0,2,0,refr,preshouse,remopti,watch,remserv,opti
1,0,1,1,1,1,0,2,0,secu,opauto,locreco,micro,locally,reco
0,-2,-2,-2,-2,-2,0,2,1,assis,lochouse,remoptishr,cowash,share,opti
0,-2,-2,-2,-2,-3,1,0,1,secu,alert,remoptishr,colight,share,opti
0,-2,-2,-2,-2,-2,1,0,1,wash,opauto,remshr,coalarm,share,nothing
1,1,1,1,-1,-1,1,0,0,tv,preshouse,remreco,cohvac,remserv,reco
1,1,1,0,1,-1,1,0,1,hvac,alert,locinsi,micro,locally,insight
0,-2,-2,-2,-2,-2,1,0,0,alarm,lochouse,remserv,cowash,remserv,nothing
1,-1,-1,0,-1,-1,1,0,0,wash,preshouse,locreco,watch,locally,reco
1,-1,0,-1,1,1,1,0,0,secu,lochouse,locally,locsens,locally,nothing
1,1,2,2,2,2,1,0,1,assis,alert,reminsi,corefri,remserv,insight
1,2,2,2,2,2,1,0,0,light,opauto,remopti,cosecu,remserv,opti
1,2,2,2,2,2,1,0,0,refr,opauto,locopti,cam,locally,opti
1,-2,-2,-2,-2,-2,1,0,0,hvac,lochouse,remrecoshr,cotv,share,reco
1,-2,-2,-2,-2,-2,1,0,0,refr,preshouse,reminsishr,coassis,share,insight
0,-1,-2,2,-1,0,0,1,1,secu,preshouse,locreco,cowash,locally,reco
0,-3,1,-2,-2,-2,0,1,0,assis,alert,remoptishr,locsens,share,opti
1,3,1,2,2,2,0,1,0,alarm,alert,locinsi,cohvac,locally,insight
1,-1,2,-1,1,0,0,1,0,hvac,alert,reminsi,coassis,remserv,insight
1,-1,2,-1,2,2,0,1,0,refr,opauto,remopti,colight,remserv,opti
0,-2,-2,-3,-2,-2,0,1,1,wash,preshouse,remreco,cotv,remserv,reco
1,-1,2,-1,0,1,0,1,1,assis,lochouse,locally,cosecu,locally,nothing
0,-3,-3,-3,-3,-3,0,1,0,alarm,lochouse,remrecoshr,micro,share,reco
0,-2,-3,-3,-3,-3,0,1,0,secu,opauto,remshr,watch,share,nothing
1,1,1,1,2,1,0,1,0,tv,opauto,locopti,corefri,locally,opti
0,-2,0,-1,0,0,0,1,0,light,lochouse,remserv,coalarm,remserv,nothing
0,-3,0,-2,-1,-2,0,1,1,tv,preshouse,reminsishr,cam,share,insight
0,-2,0,-2,-2,-2,0,2,1,tv,alert,remshr,cohvac,share,nothing
0,-2,2,-2,-1,-1,0,2,0,light,lochouse,reminsishr,cosecu,share,insight
1,2,3,1,2,2,0,2,0,alarm,alert,remopti,coalarm,remserv,opti
1,2,3,2,0,0,0,2,1,wash,preshouse,remoptishr,watch,share,opti
1,3,3,3,3,3,0,2,0,wash,opauto,locally,cowash,locally,nothing
1,3,3,3,3,3,0,2,1,assis,preshouse,locinsi,coassis,locally,insight
0,-2,2,-3,-2,-2,0,2,1,secu,preshouse,reminsi,locsens,remserv,insight
1,1,1,1,1,1,0,2,0,refr,lochouse,remreco,cam,remserv,reco
0,-2,2,1,-1,-1,0,2,0,hvac,opauto,remserv,micro,remserv,nothing
1,3,3,2,2,3,0,2,0,light,alert,locopti,colight,locally,opti
1,3,3,2,0,0,0,2,0,tv,lochouse,locreco,cotv,locally,reco
1,1,3,1,1,1,0,2,0,assis,opauto,remrecoshr,corefri,share,reco
1,2,2,2,2,2,0,1,1,tv,preshouse,locinsi,corefri,locally,insight
0,0,2,2,2,2,0,1,0,hvac,lochouse,remreco,coassis,remserv,reco
1,2,2,2,2,2,0,1,1,alarm,alert,remshr,micro,share,nothing
1,2,1,2,3,2,0,1,1,refr,preshouse,reminsi,colight,remserv,insight
1,3,2,2,1,2,0,1,0,light,opauto,locally,watch,locally,nothing
1,2,3,2,2,2,0,1,0,alarm,lochouse,locreco,cohvac,locally,reco
0,-2,-2,-2,-2,-2,0,1,0,assis,lochouse,reminsishr,locsens,share,insight
1,2,2,2,1,2,0,1,0,assis,alert,locopti,cosecu,locally,opti
0,-2,-1,-2,-2,-2,0,1,0,tv,opauto,remrecoshr,cam,share,reco
0,1,1,0,1,-1,0,1,1,light,preshouse,remoptishr,coalarm,share,opti
1,2,1,2,1,2,0,1,0,wash,opauto,remserv,cotv,remserv,nothing
1,2,1,1,3,2,0,1,0,secu,alert,remopti,cowash,remserv,opti
1,0,1,0,0,1,2,0,0,tv,opauto,remoptishr,micro,share,opti
0,-2,0,0,0,0,2,0,1,hvac,lochouse,remopti,cotv,remserv,opti
0,-3,-3,-3,-3,-3,2,0,0,light,alert,remreco,locsens,remserv,reco
1,2,3,1,3,1,2,0,0,secu,opauto,locinsi,colight,locally,insight
0,0,0,0,1,0,2,0,1,secu,preshouse,remrecoshr,cosecu,share,reco
0,-3,-3,-3,-3,-3,2,0,0,refr,lochouse,remshr,corefri,share,nothing
0,0,-2,0,-2,-3,2,0,1,alarm,lochouse,locopti,cowash,locally,opti
0,0,0,0,0,0,2,0,0,alarm,alert,reminsishr,watch,share,insight
0,0,-1,0,0,0,2,0,0,tv,preshouse,locally,cohvac,locally,nothing
0,0,1,0,0,0,2,0,0,wash,opauto,reminsi,coalarm,remserv,insight
1,0,2,0,2,1,2,0,1,assis,preshouse,remserv,cam,remserv,nothing
0,0,0,1,0,0,2,0,0,refr,alert,locreco,coassis,locally,reco
0,-1,0,-1,0,0,1,1,0,light,lochouse,reminsishr,corefri,share,insight
1,1,2,-1,1,0,1,1,1,tv,alert,remshr,cowash,share,nothing
1,2,2,1,1,0,1,1,0,wash,opauto,locally,colight,locally,nothing
0,-2,1,-1,-1,0,1,1,0,assis,opauto,remrecoshr,cohvac,share,reco
1,1,0,1,1,0,1,1,1,assis,preshouse,locinsi,cotv,locally,insight
1,-2,1,-2,-1,0,1,1,1,wash,preshouse,remoptishr,cosecu,share,opti
1,-3,1,-2,-2,0,1,1,1,secu,preshouse,reminsi,cam,remserv,insight
1,2,1,2,2,0,1,1,0,light,alert,locopti,coassis,locally,opti
1,1,-1,2,1,0,1,1,0,tv,lochouse,locreco,coalarm,locally,reco
1,1,1,2,1,0,1,1,0,alarm,alert,remopti,locsens,remserv,opti
1,2,2,1,2,0,1,1,0,hvac,opauto,remserv,watch,remserv,nothing
0,-1,1,-1,1,0,1,1,0,refr,lochouse,remreco,micro,remserv,reco
1,3,1,2,2,-1,0,2,0,hvac,preshouse,reminsi,corefri,remserv,insight
0,-3,-2,-2,-3,-2,0,2,1,tv,lochouse,reminsishr,coassis,share,insight
0,-3,-2,-2,-2,-2,0,2,0,alarm,opauto,remrecoshr,cotv,share,reco
1,1,1,1,1,1,0,2,1,wash,lochouse,remreco,cohvac,remserv,reco
0,-2,1,-2,-2,-2,0,2,0,secu,alert,remshr,coalarm,share,nothing
1,3,3,2,2,1,0,2,0,alarm,preshouse,locinsi,micro,locally,insight
1,2,2,3,1,2,0,2,0,refr,alert,remopti,cosecu,remserv,opti
1,3,3,3,3,3,0,2,1,assis,opauto,locally,locsens,locally,nothing
1,2,-1,2,1,-1,0,2,0,light,opauto,remserv,cowash,remserv,nothing
1,3,3,2,2,2,0,2,1,secu,lochouse,locreco,watch,locally,reco
1,2,2,3,2,2,0,2,0,tv,alert,locopti,cam,locally,opti
0,-2,1,-2,-2,-2,0,2,0,assis,preshouse,remoptishr,colight,share,opti
1,1,2,2,1,2,1,1,0,light,opauto,remrecoshr,colight,share,reco
1,0,1,0,0,0,1,1,1,light,preshouse,locinsi,locsens,locally,insight
1,0,0,2,1,1,1,1,0,secu,lochouse,remreco,cosecu,remserv,reco
0,-2,-2,0,0,-1,1,1,0,wash,lochouse,reminsishr,cowash,share,insight
0,1,2,1,1,2,1,1,1,alarm,preshouse,reminsi,watch,remserv,insight
1,1,1,2,2,2,1,1,1,hvac,preshouse,remoptishr,cohvac,share,opti
1,2,1,-1,0,1,1,1,0,assis,lochouse,locreco,cam,locally,reco
0,-2,-2,-2,-2,-1,1,1,0,hvac,opauto,locally,cotv,locally,nothing
1,-1,-1,0,1,0,1,1,0,wash,alert,locopti,coalarm,locally,opti
1,0,0,1,-1,1,1,1,0,tv,alert,remopti,micro,remserv,opti
1,1,1,0,1,2,1,1,1,assis,alert,remshr,coassis,share,nothing
1,1,1,0,1,1,1,1,0,refr,opauto,remserv,corefri,remserv,nothing
0,-3,-3,-3,-3,-3,2,1,1,refr,lochouse,reminsishr,locsens,share,insight
0,0,-1,0,-1,-3,2,1,0,alarm,opauto,remserv,cotv,remserv,nothing
1,3,2,3,0,-2,2,1,1,wash,lochouse,locreco,cohvac,locally,reco
1,3,2,3,1,-2,2,1,0,refr,alert,locopti,cosecu,locally,opti
1,2,2,3,2,-3,2,1,0,hvac,preshouse,locinsi,corefri,locally,insight
0,-3,-2,-3,-2,-3,2,1,1,tv,lochouse,remreco,coassis,remserv,reco
0,-3,1,-3,-2,-3,2,1,0,wash,alert,remshr,micro,share,nothing
1,3,3,3,3,1,2,1,1,secu,opauto,locally,watch,locally,nothing
0,-3,-3,-2,-1,-3,2,1,0,light,alert,remopti,cowash,remserv,opti
0,-3,1,-3,-2,-3,2,1,0,secu,preshouse,remoptishr,coalarm,share,opti
0,-3,-1,-3,-2,-3,2,1,0,assis,preshouse,reminsi,colight,remserv,insight
0,-3,-3,-3,-3,-3,2,1,0,hvac,opauto,remrecoshr,cam,share,reco
1,-1,0,0,-1,0,1,1,1,alarm,lochouse,remserv,colight,remserv,nothing
1,0,0,2,0,-2,1,1,1,light,opauto,remopti,corefri,remserv,opti
0,-2,1,-2,-2,1,1,1,0,refr,preshouse,reminsishr,cotv,share,insight
1,2,2,1,0,-2,1,1,1,refr,opauto,locopti,micro,locally,opti
1,2,2,1,2,2,1,1,0,hvac,alert,locinsi,watch,locally,insight
0,-1,2,0,0,1,1,1,0,assis,alert,reminsi,cohvac,remserv,insight
0,-2,-2,-2,-2,-3,1,1,0,wash,preshouse,locreco,cosecu,locally,reco
1,0,0,-2,0,1,1,1,0,secu,lochouse,locally,cam,locally,nothing
0,-3,-3,-3,-3,0,1,1,0,secu,alert,remoptishr,coassis,share,opti
0,-2,2,-2,-2,-3,1,1,0,wash,opauto,remshr,locsens,share,nothing
0,-2,-2,-2,-2,-3,1,1,0,tv,preshouse,remreco,cowash,remserv,reco
0,-3,-3,-3,-3,-3,1,1,1,hvac,lochouse,remrecoshr,coalarm,share,reco
0,0,-2,0,2,0,0,2,1,light,preshouse,locinsi,watch,locally,insight
0,-2,-2,-1,-2,-2,0,2,0,wash,lochouse,reminsishr,cotv,share,insight
1,0,0,0,0,0,0,2,1,assis,alert,remshr,locsens,share,nothing
1,2,2,1,2,-2,0,2,1,hvac,preshouse,remoptishr,coassis,share,opti
1,2,2,1,2,-2,0,2,0,wash,alert,locopti,micro,locally,opti
1,-2,-2,-2,-2,-2,0,2,1,alarm,preshouse,reminsi,cohvac,remserv,insight
1,-2,-2,-1,0,0,0,2,0,assis,lochouse,locreco,cosecu,locally,reco
1,2,2,2,2,-2,0,2,0,hvac,opauto,locally,cam,locally,nothing
1,2,2,2,2,-2,0,2,0,refr,opauto,remserv,colight,remserv,nothing
0,-2,-2,0,0,2,0,2,0,light,opauto,remrecoshr,coalarm,share,reco
0,-2,-2,0,-2,2,0,2,0,secu,lochouse,remreco,cowash,remserv,reco
1,2,2,2,0,2,0,2,0,tv,alert,remopti,corefri,remserv,opti
1,1,1,3,2,3,0,0,1,tv,alert,remreco,colight,remserv,reco
1,2,3,2,3,2,0,0,1,secu,preshouse,locally,micro,locally,nothing
1,2,2,3,0,2,0,0,0,hvac,preshouse,remrecoshr,locsens,share,reco
1,1,1,2,1,3,0,0,0,assis,opauto,reminsi,cowash,remserv,insight
0,-2,-3,1,-3,-3,0,0,1,wash,alert,locreco,corefri,locally,reco
0,-3,-1,-2,-1,-1,0,0,0,wash,lochouse,remshr,cam,share,nothing
1,2,3,2,1,3,0,0,0,light,lochouse,remopti,cohvac,remserv,opti
1,1,3,3,2,3,0,0,1,refr,alert,reminsishr,coalarm,share,insight
1,1,0,3,3,2,0,0,0,refr,lochouse,locopti,watch,locally,opti
1,1,0,1,1,2,0,0,0,secu,opauto,remoptishr,cotv,share,opti
1,2,3,2,3,2,0,0,0,alarm,preshouse,remserv,coassis,remserv,nothing
1,2,1,3,3,2,0,0,0,hvac,opauto,locinsi,cosecu,locally,insight
0,-2,-2,-2,-2,-2,2,1,0,hvac,preshouse,locreco,coalarm,locally,reco
0,-2,-2,-2,-2,-2,2,1,0,assis,preshouse,remreco,micro,remserv,reco
0,-2,-2,-2,-1,-1,2,1,1,refr,lochouse,remrecoshr,cohvac,share,reco
0,-1,-1,-1,-1,-1,2,1,1,secu,opauto,locopti,coassis,locally,opti
0,-1,-1,-1,-1,-1,2,1,1,wash,opauto,remopti,locsens,remserv,opti
0,-1,-1,-1,-1,-1,2,1,1,tv,lochouse,remserv,watch,remserv,nothing
0,-1,-1,-1,-1,-1,2,1,0,refr,alert,locinsi,cotv,locally,insight
0,-1,-1,-1,-1,-1,2,1,0,alarm,alert,remoptishr,cosecu,share,opti
0,-1,-1,-1,-1,-1,2,1,0,hvac,opauto,remshr,cowash,share,nothing
0,-1,-1,-1,-1,-1,2,1,0,light,alert,reminsi,cam,remserv,insight
0,-1,-1,-1,-2,-2,2,1,0,alarm,lochouse,locally,colight,locally,nothing
0,-1,-2,-2,-2,-2,2,1,0,secu,preshouse,reminsishr,corefri,share,insight
1,0,1,1,2,2,0,0,0,assis,preshouse,locally,coassis,locally,nothing
0,-1,-2,-1,-1,-2,0,0,0,tv,alert,reminsishr,cohvac,share,insight
1,2,1,2,2,1,0,0,1,alarm,opauto,locinsi,coalarm,locally,insight
0,0,0,-1,0,-1,0,0,0,alarm,preshouse,remrecoshr,cowash,share,reco
1,0,-3,2,0,-3,0,0,0,refr,lochouse,remopti,cam,remserv,opti
0,-1,0,0,0,0,0,0,1,secu,lochouse,remshr,colight,share,nothing
1,1,2,2,2,3,0,0,1,hvac,opauto,reminsi,micro,remserv,insight
1,2,1,2,2,1,0,0,0,wash,alert,remreco,watch,remserv,reco
1,1,3,1,1,2,0,0,1,assis,opauto,remoptishr,corefri,share,opti
1,2,2,2,3,3,0,0,0,secu,alert,locreco,locsens,locally,reco
1,2,2,3,2,2,0,0,0,tv,lochouse,locopti,cotv,locally,opti
1,1,1,1,2,2,0,0,0,light,preshouse,remserv,cosecu,remserv,nothing
1,0,2,0,0,0,1,0,0,alarm,opauto,reminsi,micro,remserv,insight
1,0,0,0,0,0,1,0,0,hvac,opauto,remoptishr,corefri,share,opti
1,0,0,0,0,0,1,0,1,wash,lochouse,locopti,cotv,locally,opti
1,1,1,1,0,0,1,0,0,light,opauto,locinsi,coalarm,locally,insight
1,0,1,0,1,1,1,0,0,assis,alert,locreco,locsens,locally,reco
1,0,1,0,1,1,1,0,0,assis,lochouse,remshr,colight,share,nothing
1,2,2,2,2,1,1,0,0,secu,alert,remreco,watch,remserv,reco
1,0,0,0,0,0,1,0,0,wash,alert,reminsishr,cohvac,share,insight
1,0,0,0,0,0,1,0,0,hvac,preshouse,locally,coassis,locally,nothing
1,0,0,1,0,1,1,0,1,refr,preshouse,remserv,cosecu,remserv,nothing
1,-3,0,-2,-2,0,1,0,1,tv,lochouse,remopti,cam,remserv,opti
1,0,-1,0,1,0,1,0,1,light,preshouse,remrecoshr,cowash,share,reco
1,1,-1,-1,0,-1,1,2,1,alarm,preshouse,remshr,corefri,share,nothing
1,-1,-1,0,-1,-1,1,2,1,refr,lochouse,reminsi,coalarm,remserv,insight
1,1,1,0,1,1,1,2,0,light,alert,locally,cohvac,locally,nothing
1,-1,1,-1,-1,1,1,2,0,secu,preshouse,remopti,cotv,remserv,opti
0,-2,-1,-2,-2,-1,1,2,0,tv,alert,remrecoshr,cosecu,share,reco
1,1,1,1,1,1,1,2,0,alarm,opauto,locreco,coassis,locally,reco
1,-1,-2,-2,-2,-1,1,2,0,assis,preshouse,locopti,cowash,locally,opti
1,1,-1,0,1,1,1,2,0,hvac,opauto,remreco,locsens,remserv,reco
1,1,1,1,1,1,1,2,1,tv,lochouse,locinsi,colight,locally,insight
0,-1,-1,-1,-2,-1,1,2,0,assis,opauto,reminsishr,watch,share,insight
0,-2,-2,-2,-2,-2,1,2,0,wash,alert,remserv,cam,remserv,nothing
0,-3,-2,-2,-2,-3,1,2,1,light,lochouse,remoptishr,micro,share,opti
0,-3,-3,-2,0,0,2,1,0,light,alert,reminsi,locsens,remserv,insight
0,-2,-1,-1,0,0,2,1,0,secu,opauto,locopti,colight,locally,opti
0,-2,-2,-2,-2,-2,2,1,1,alarm,lochouse,locally,cowash,locally,nothing
0,-2,-2,-2,-2,-2,2,1,0,refr,alert,locinsi,coassis,locally,insight
0,-2,-1,-1,0,0,2,1,1,hvac,preshouse,locreco,cotv,locally,reco
0,-2,-2,-2,0,0,2,1,1,assis,preshouse,remreco,cam,remserv,reco
0,-3,-3,-3,-3,-3,2,1,0,alarm,alert,remoptishr,watch,share,opti
0,-3,-3,-3,-3,-3,2,1,0,refr,lochouse,remrecoshr,corefri,share,reco
0,-3,-3,0,-2,1,2,1,0,tv,lochouse,remserv,micro,remserv,nothing
0,-3,-3,-3,-2,0,2,1,1,secu,preshouse,reminsishr,cosecu,share,insight
0,-3,-2,-2,-2,0,2,1,0,hvac,opauto,remshr,cohvac,share,nothing
