@relation scenarioYang_new-weka.filters.unsupervised.attribute.NumericToNominal-R5

@attribute sessionId numeric
@attribute userid numeric
@attribute cond numeric
@attribute senario numeric
@attribute decision {0,1}
@attribute comfort numeric
@attribute useful numeric
@attribute risk numeric
@attribute appropriate numeric
@attribute expected numeric
@attribute default numeric
@attribute framing numeric
@attribute ask.reason numeric
@attribute who numeric
@attribute what numeric
@attribute purpose numeric
@attribute collection numeric

@data
473,99405,531,63610,0,0,0,-1,0,1,1,1,0,0,6,2,4
473,99405,531,63620,1,1,2,0,1,0,1,1,1,6,4,3,2
473,99405,531,63630,1,1,2,1,2,3,1,1,0,5,11,0,9
473,99405,531,63640,1,0,1,0,0,1,1,1,0,6,0,1,10
473,99405,531,63650,1,2,1,1,2,0,1,1,1,1,7,3,5
473,99405,531,63660,0,-2,-2,-2,-2,0,1,1,0,3,9,1,7
473,99405,531,63670,1,0,2,0,1,2,1,1,0,7,5,0,3
473,99405,531,63680,0,1,-1,0,-1,-1,1,1,1,7,1,2,11
473,99405,531,63690,0,-1,-2,0,-2,2,1,1,0,2,8,0,6
473,99405,531,63700,1,0,2,2,2,2,1,1,0,4,2,1,0
473,99405,531,63710,0,-2,-2,-1,-2,-1,1,1,1,4,10,3,8
473,99405,531,63720,1,2,2,2,2,2,1,1,0,5,3,2,1
475,54312,630,75490,0,-2,-2,-2,-2,-2,1,1,1,1,6,3,1
475,54312,630,75500,0,-2,1,-2,-2,-2,1,1,1,7,0,2,7
475,54312,630,75510,0,-3,-3,-3,-3,-3,1,1,0,5,10,0,5
475,54312,630,75520,0,-3,0,-3,-3,-2,1,1,0,0,5,2,0
475,54312,630,75530,0,-3,-3,-3,-3,0,1,1,0,3,4,3,11
475,54312,630,75540,0,-3,-3,-3,-3,0,1,1,0,3,8,1,3
475,54312,630,75550,0,-3,-3,-3,-3,0,1,1,1,2,3,2,10
475,54312,630,75560,0,-3,-3,-3,-3,0,1,1,0,0,1,0,8
475,54312,630,75570,0,-3,-3,-3,-3,0,1,1,1,4,9,3,4
475,54312,630,75580,0,-3,-3,-3,-3,0,1,1,0,2,7,0,2
475,54312,630,75590,0,-3,-3,-3,-3,0,1,1,0,6,11,1,6
475,54312,630,75600,0,-3,-3,-3,-3,0,1,1,0,1,2,1,9
479,57613,968,116050,0,-1,0,2,1,-2,2,1,0,4,3,0,8
479,57613,968,116060,1,2,2,2,2,1,2,1,0,6,5,2,10
479,57613,968,116070,1,2,3,3,3,2,2,1,0,3,2,2,7
479,57613,968,116080,1,2,1,2,0,-1,2,1,1,2,1,1,6
479,57613,968,116090,1,2,2,2,2,2,2,1,0,7,6,3,11
479,57613,968,116100,1,2,2,2,3,2,2,1,1,5,4,1,9
479,57613,968,116110,0,0,-1,0,-1,-1,2,1,0,1,0,0,5
479,57613,968,116120,0,-2,-1,-1,-1,-1,2,1,0,6,9,0,2
479,57613,968,116130,1,2,2,2,2,2,2,1,0,5,8,3,1
479,57613,968,116140,1,2,2,2,2,2,2,1,1,4,7,2,0
479,57613,968,116150,1,2,2,2,2,2,2,1,0,0,11,3,4
479,57613,968,116160,1,-2,-2,0,-2,-2,2,1,1,7,10,1,3
480,94513,679,81370,1,0,2,-1,1,0,1,2,0,6,0,2,6
480,94513,679,81380,1,0,1,-1,1,1,1,2,1,2,8,1,2
480,94513,679,81390,1,-1,2,2,1,2,1,2,0,2,4,3,10
480,94513,679,81400,1,1,0,2,-1,1,1,2,1,5,11,1,5
480,94513,679,81410,1,1,-1,-1,-1,1,1,2,0,0,6,3,0
480,94513,679,81420,1,-1,1,0,2,0,1,2,1,0,2,1,8
480,94513,679,81430,1,1,1,0,1,2,1,2,0,1,3,2,9
480,94513,679,81440,1,1,0,1,0,1,1,2,1,3,5,0,11
480,94513,679,81450,1,1,0,-1,1,0,1,2,0,4,10,0,4
480,94513,679,81460,1,1,1,2,1,2,1,2,0,1,7,0,1
480,94513,679,81470,1,-1,-1,1,-1,1,1,2,0,3,9,2,3
480,94513,679,81480,1,1,-1,0,2,2,1,2,0,7,1,3,7
481,42181,238,28450,0,-2,-2,-1,-2,-2,0,1,1,4,2,0,5
481,42181,238,28460,1,2,2,2,2,2,0,1,0,2,0,1,3
481,42181,238,28470,0,-3,-3,-3,-3,-3,0,1,1,7,5,0,8
481,42181,238,28480,0,-2,-2,-2,-2,-2,0,1,1,1,11,0,2
481,42181,238,28490,0,-3,-3,-3,-3,-3,0,1,0,1,7,2,10
481,42181,238,28500,0,-3,-3,-3,-3,-3,0,1,0,7,9,2,0
481,42181,238,28510,0,-3,-3,-3,-3,-3,0,1,1,2,8,3,11
481,42181,238,28520,0,-3,-3,-3,-3,-3,0,1,0,5,3,1,6
481,42181,238,28530,0,-3,-3,-3,-3,-3,0,1,0,0,6,1,9
481,42181,238,28540,0,-2,-2,-1,-2,-2,0,1,0,3,1,3,4
481,42181,238,28550,0,0,-1,-1,-1,1,0,1,0,6,4,2,7
481,42181,238,28560,0,-2,-3,-3,-3,-3,0,1,0,0,10,3,1
482,25072,353,42250,0,0,-2,-1,-2,-2,0,2,1,3,10,2,6
482,25072,353,42260,1,0,1,-1,1,1,0,2,1,0,7,2,3
482,25072,353,42270,1,2,2,-1,1,1,0,2,0,1,8,0,4
482,25072,353,42280,0,-1,-1,-1,-1,-2,0,2,0,7,6,1,2
482,25072,353,42290,1,1,1,2,1,-1,0,2,0,6,5,0,1
482,25072,353,42300,0,-3,-3,-3,-2,-2,0,2,0,5,0,1,8
482,25072,353,42310,1,2,2,2,2,2,0,2,1,5,4,3,0
482,25072,353,42320,1,2,1,2,2,-1,0,2,0,4,11,3,7
482,25072,353,42330,0,-2,-2,-2,-2,-3,0,2,0,7,2,3,10
482,25072,353,42340,0,-2,-2,-2,-2,-2,0,2,1,6,1,2,9
482,25072,353,42350,0,-2,-2,-2,-2,-2,0,2,0,0,3,0,11
482,25072,353,42360,0,-3,-2,-2,-2,-2,0,2,0,2,9,1,5
484,6414,1016,121810,0,-1,1,0,0,3,2,1,1,3,10,1,3
484,6414,1016,121820,1,-2,2,-2,0,2,2,1,0,2,5,2,10
484,6414,1016,121830,1,-2,3,-2,0,1,2,1,0,2,9,0,2
484,6414,1016,121840,0,-3,2,-3,-2,2,2,1,0,5,0,0,5
484,6414,1016,121850,1,2,1,0,1,-1,2,1,0,3,6,3,11
484,6414,1016,121860,1,0,1,-2,0,1,2,1,0,7,2,2,7
484,6414,1016,121870,0,-2,-3,-1,-1,-2,2,1,1,6,1,1,6
484,6414,1016,121880,1,-1,1,-2,1,3,2,1,0,4,11,3,4
484,6414,1016,121890,1,0,2,1,2,3,2,1,1,0,7,2,0
484,6414,1016,121900,0,-1,-1,-1,0,0,2,1,1,1,4,1,9
484,6414,1016,121910,1,0,1,1,0,1,2,1,0,0,3,0,8
484,6414,1016,121920,1,1,2,1,1,1,2,1,0,1,8,3,1
485,14933,1024,122770,0,0,0,0,0,0,2,1,1,1,3,2,0
485,14933,1024,122780,1,-1,2,-1,0,-2,2,1,1,2,0,1,9
485,14933,1024,122790,0,-3,-3,-3,-3,-3,2,1,0,3,1,2,10
485,14933,1024,122800,1,2,2,2,2,2,2,1,0,2,4,3,1
485,14933,1024,122810,1,3,3,3,3,3,2,1,0,5,7,3,4
485,14933,1024,122820,0,0,0,0,0,0,2,1,0,3,5,0,2
485,14933,1024,122830,0,0,0,0,0,-3,2,1,0,1,11,0,8
485,14933,1024,122840,0,-3,-3,-3,-3,-3,2,1,1,7,9,1,6
485,14933,1024,122850,0,-3,-3,-3,-3,-3,2,1,0,4,2,3,11
485,14933,1024,122860,1,3,3,3,3,3,2,1,1,4,6,1,3
485,14933,1024,122870,1,0,0,0,1,1,2,1,0,6,8,0,5
485,14933,1024,122880,1,2,2,2,2,2,2,1,0,0,10,2,7
486,12552,447,53530,1,2,2,1,2,2,1,0,1,7,4,2,2
486,12552,447,53540,1,2,2,2,2,2,1,0,0,4,9,0,7
486,12552,447,53550,1,2,2,3,2,2,1,0,0,6,3,1,1
486,12552,447,53560,1,2,2,2,3,1,1,0,1,0,1,1,11
486,12552,447,53570,1,2,2,2,2,2,1,0,1,2,7,2,5
486,12552,447,53580,1,1,0,1,1,1,1,0,1,5,10,2,8
486,12552,447,53590,1,2,2,2,1,3,1,0,0,0,5,3,3
486,12552,447,53600,1,3,2,2,2,1,1,0,0,7,0,0,10
486,12552,447,53610,1,3,2,2,1,2,1,0,0,3,8,3,6
486,12552,447,53620,1,2,2,2,2,1,1,0,0,5,2,0,0
486,12552,447,53630,1,1,0,0,1,2,1,0,0,6,11,3,9
486,12552,447,53640,1,2,1,2,1,1,1,0,0,1,6,1,4
489,10310,143,17050,0,-3,-3,-3,-3,1,0,1,1,4,7,0,9
489,10310,143,17060,0,-2,-2,-3,-3,1,0,1,1,6,1,0,3
489,10310,143,17070,1,-1,2,0,1,2,0,1,0,7,2,2,4
489,10310,143,17080,0,-3,-3,-3,-3,3,0,1,0,6,9,2,11
489,10310,143,17090,0,-3,-3,-3,-3,1,0,1,0,0,3,3,5
489,10310,143,17100,0,-2,0,0,-2,2,0,1,0,5,8,1,10
489,10310,143,17110,0,-3,-3,-3,-3,1,0,1,1,3,10,1,0
489,10310,143,17120,0,-1,-1,-1,-2,2,0,1,0,3,6,3,8
489,10310,143,17130,0,0,0,-1,-3,2,0,1,0,2,5,1,7
489,10310,143,17140,0,-3,-3,-3,-3,3,0,1,1,1,4,0,6
489,10310,143,17150,1,1,2,-1,0,2,0,1,0,4,11,2,1
489,10310,143,17160,0,-3,-3,-3,-2,3,0,1,0,5,0,3,2
491,1077,987,118330,1,2,3,0,0,2,2,1,0,4,4,0,2
491,1077,987,118340,0,2,3,1,0,2,2,1,0,2,2,2,0
491,1077,987,118350,0,3,3,3,1,2,2,1,0,7,7,0,5
491,1077,987,118360,0,2,2,2,2,2,2,1,0,2,10,0,8
491,1077,987,118370,0,2,1,0,2,2,2,1,1,4,0,2,10
491,1077,987,118380,0,2,3,2,2,2,2,1,1,1,9,2,7
491,1077,987,118390,0,1,1,1,2,2,2,1,0,5,1,3,11
491,1077,987,118400,0,3,3,2,2,2,2,1,1,6,6,3,4
491,1077,987,118410,0,3,3,2,3,2,2,1,0,3,11,1,9
491,1077,987,118420,0,2,2,2,2,2,2,1,1,3,3,3,1
491,1077,987,118430,0,2,3,2,2,2,2,1,0,0,8,1,6
491,1077,987,118440,0,2,2,2,2,2,2,1,0,5,5,1,3
492,52147,272,32530,1,2,1,1,2,0,0,2,0,5,10,1,3
492,52147,272,32540,1,3,2,2,2,-1,0,2,1,4,9,0,2
492,52147,272,32550,0,-1,1,-1,-1,-1,0,2,1,5,6,3,11
492,52147,272,32560,1,3,3,2,2,1,0,2,0,2,7,2,0
492,52147,272,32570,0,-2,-1,-2,-1,-2,0,2,1,2,3,0,8
492,52147,272,32580,1,3,2,2,2,0,0,2,0,6,11,3,4
492,52147,272,32590,0,1,-3,2,1,-2,0,2,0,3,8,3,1
492,52147,272,32600,1,1,-1,2,1,-2,0,2,0,1,2,2,7
492,52147,272,32610,1,2,2,2,1,-2,0,2,1,7,0,0,5
492,52147,272,32620,0,-2,1,-1,-1,-1,0,2,0,4,5,2,10
492,52147,272,32630,0,-3,1,-3,-2,-2,0,2,0,3,4,1,9
492,52147,272,32640,0,-1,-3,1,0,-2,0,2,0,0,1,1,6
493,18314,1133,135850,0,-2,-2,-1,-2,-2,2,2,0,7,1,2,9
493,18314,1133,135860,1,1,0,1,1,0,2,2,0,1,7,2,3
493,18314,1133,135870,0,2,1,2,2,0,2,2,0,6,4,3,0
493,18314,1133,135880,0,-3,-3,-2,-3,-2,2,2,0,1,3,0,11
493,18314,1133,135890,1,2,2,2,2,2,2,2,0,0,6,1,2
493,18314,1133,135900,0,-2,-2,-2,-2,-2,2,2,0,6,0,1,8
493,18314,1133,135910,0,-2,0,-2,-2,0,2,2,0,4,10,2,6
493,18314,1133,135920,0,2,-2,2,2,0,2,2,1,7,5,0,1
493,18314,1133,135930,1,1,1,1,1,1,2,2,1,5,11,3,7
493,18314,1133,135940,0,-2,-2,-2,-2,0,2,2,1,0,2,3,10
493,18314,1133,135950,0,-2,-2,-2,-2,-2,2,2,0,3,9,1,5
493,18314,1133,135960,0,-2,2,-2,-2,-2,2,2,1,2,8,0,4
496,34609,713,85450,1,2,2,2,0,2,1,2,0,4,5,0,1
496,34609,713,85460,1,-2,0,-1,-1,-1,1,2,0,4,1,2,9
496,34609,713,85470,1,2,2,2,2,2,1,2,0,7,8,0,4
496,34609,713,85480,1,2,2,2,2,2,1,2,0,3,4,3,0
496,34609,713,85490,1,3,3,3,3,3,1,2,0,6,7,2,3
496,34609,713,85500,1,3,3,2,2,2,1,2,0,2,11,3,7
496,34609,713,85510,1,2,2,2,1,1,1,2,1,5,6,1,2
496,34609,713,85520,1,-2,-2,-2,-2,0,1,2,1,3,0,1,8
496,34609,713,85530,1,-2,-2,-1,-1,-1,1,2,0,5,2,3,10
496,34609,713,85540,1,2,2,2,2,2,1,2,1,0,9,1,5
496,34609,713,85550,1,-1,-1,-1,-1,-1,1,2,1,6,3,0,11
496,34609,713,85560,1,2,1,2,2,2,1,2,0,1,10,2,6
498,65429,25,2890,1,1,2,1,0,1,0,0,1,0,6,3,6
498,65429,25,2900,0,-2,1,-1,-1,-1,0,0,1,3,9,3,9
498,65429,25,2910,0,-1,-2,-1,-1,-1,0,0,0,1,7,0,7
498,65429,25,2920,1,2,2,2,2,2,0,0,0,4,2,2,2
498,65429,25,2930,0,-2,1,-1,-1,-1,0,0,0,7,5,2,5
498,65429,25,2940,0,-1,1,-1,-1,0,0,0,0,6,4,1,4
498,65429,25,2950,1,2,1,2,1,1,0,0,1,2,0,0,0
498,65429,25,2960,1,2,-1,2,0,0,0,0,0,3,1,1,1
498,65429,25,2970,0,-2,-3,2,-2,-2,0,0,1,5,3,3,3
498,65429,25,2980,0,-2,2,-2,-2,-1,0,0,0,2,8,2,8
498,65429,25,2990,0,-3,-3,-2,-3,-2,0,0,0,4,10,0,10
498,65429,25,3000,0,-3,0,-2,-2,-2,0,0,0,5,11,1,11
499,93697,758,90850,1,-1,2,1,1,1,1,2,0,3,1,3,0
499,93697,758,90860,1,2,1,1,1,1,1,2,0,1,7,2,6
499,93697,758,90870,0,-3,2,-3,-3,-3,1,2,0,3,9,1,8
499,93697,758,90880,1,1,1,1,1,1,1,2,0,6,4,2,3
499,93697,758,90890,0,-3,1,-3,-3,1,1,2,0,4,10,2,9
499,93697,758,90900,0,-2,1,-2,-2,-2,1,2,0,0,6,1,5
499,93697,758,90910,1,3,3,2,2,2,1,2,1,2,8,3,7
499,93697,758,90920,1,1,2,1,1,1,1,2,1,4,2,0,1
499,93697,758,90930,0,-3,-3,-1,-1,-1,1,2,0,5,3,1,2
499,93697,758,90940,0,-3,-3,-3,-3,-3,1,2,1,7,5,0,4
499,93697,758,90950,0,-3,-3,-3,-3,-3,1,2,0,6,0,0,11
499,93697,758,90960,0,-3,-3,-3,-3,-3,1,2,1,5,11,3,10
500,50322,955,114490,1,1,2,2,2,1,2,1,1,3,10,2,4
500,50322,955,114500,1,1,1,1,1,1,2,1,0,0,3,0,9
500,50322,955,114510,1,1,1,1,1,0,2,1,0,7,6,1,0
500,50322,955,114520,1,1,1,1,1,-1,2,1,0,7,2,3,8
500,50322,955,114530,0,-1,-1,0,-1,-2,2,1,1,1,4,1,10
500,50322,955,114540,1,1,1,1,1,1,2,1,0,2,5,2,11
500,50322,955,114550,0,0,-2,0,0,-2,2,1,1,6,1,1,7
500,50322,955,114560,1,2,2,2,2,2,2,1,0,4,11,3,5
500,50322,955,114570,1,2,2,2,2,2,2,1,0,2,9,0,3
500,50322,955,114580,1,1,1,2,1,1,2,1,0,1,8,3,2
500,50322,955,114590,1,2,2,2,2,1,2,1,1,0,7,2,1
500,50322,955,114600,1,2,2,2,2,2,2,1,0,5,0,0,6
502,45957,264,31570,1,3,3,3,3,1,0,2,0,2,8,1,9
502,45957,264,31580,1,3,3,3,3,1,0,2,1,3,1,0,2
502,45957,264,31590,1,3,3,3,3,2,0,2,0,1,11,2,0
502,45957,264,31600,1,3,3,3,3,2,0,2,1,4,10,3,11
502,45957,264,31610,1,3,3,3,3,1,0,2,1,1,7,0,8
502,45957,264,31620,1,3,3,3,3,2,0,2,0,5,3,3,4
502,45957,264,31630,1,3,3,3,3,3,0,2,0,7,5,1,6
502,45957,264,31640,1,3,3,3,3,3,0,2,0,4,2,1,3
502,45957,264,31650,1,3,3,3,3,1,0,2,1,6,4,0,5
502,45957,264,31660,1,3,3,3,3,2,0,2,0,3,9,2,10
502,45957,264,31670,1,3,3,3,3,1,0,2,0,0,6,2,7
502,45957,264,31680,1,3,3,3,3,1,0,2,0,2,0,3,1
504,39686,557,66730,1,0,0,0,0,0,1,1,1,0,6,3,2
504,39686,557,66740,0,3,-3,-3,-3,-3,1,1,0,7,1,0,9
504,39686,557,66750,0,-3,-3,-3,-3,-3,1,1,1,1,3,2,11
504,39686,557,66760,1,0,0,0,0,0,1,1,0,7,5,2,1
504,39686,557,66770,1,0,0,0,0,0,1,1,0,6,4,1,0
504,39686,557,66780,0,-3,-3,-3,-3,-3,1,1,0,4,10,0,6
504,39686,557,66790,0,-3,-3,-3,-3,-3,1,1,1,3,9,3,5
504,39686,557,66800,0,-3,-3,-3,-3,-3,1,1,1,6,0,3,8
504,39686,557,66810,1,-3,-3,-3,-3,-3,1,1,0,1,7,0,3
504,39686,557,66820,0,-3,-3,-3,-3,-3,1,1,0,0,2,1,10
504,39686,557,66830,1,0,0,0,0,0,1,1,0,5,11,1,7
504,39686,557,66840,1,0,0,0,0,0,1,1,0,2,8,2,4
505,27965,788,94450,1,1,1,1,1,1,2,0,0,5,3,2,8
505,27965,788,94460,0,1,1,1,1,1,2,0,0,1,11,1,4
505,27965,788,94470,0,1,1,1,1,1,2,0,0,6,8,1,1
505,27965,788,94480,0,1,1,1,1,1,2,0,1,6,4,3,9
505,27965,788,94490,0,1,1,1,1,1,2,0,0,4,2,0,7
505,27965,788,94500,0,1,1,1,1,1,2,0,1,3,1,3,6
505,27965,788,94510,0,1,1,1,1,1,2,0,1,0,10,3,3
505,27965,788,94520,1,1,1,1,2,2,2,0,0,2,0,2,5
505,27965,788,94530,1,1,1,1,1,1,2,0,0,7,5,0,10
505,27965,788,94540,1,1,1,1,1,1,2,0,1,5,7,0,0
505,27965,788,94550,1,1,1,1,1,1,2,0,0,7,9,2,2
505,27965,788,94560,1,0,0,-2,-1,-1,2,0,0,0,6,1,11
506,50165,668,80050,1,1,-3,1,1,2,1,2,0,3,7,2,0
506,50165,668,80060,1,-3,-3,-2,-3,3,1,2,1,5,5,2,10
506,50165,668,80070,0,-2,-3,-1,-2,3,1,2,0,4,4,1,9
506,50165,668,80080,0,-2,-3,-1,-2,3,1,2,0,6,6,3,11
506,50165,668,80090,1,0,-2,0,0,2,1,2,0,5,9,0,2
506,50165,668,80100,1,0,-2,0,0,2,1,2,0,3,3,0,8
506,50165,668,80110,0,-3,-3,-1,-3,3,1,2,0,1,1,1,6
506,50165,668,80120,0,-3,-3,-2,-3,3,1,2,0,6,10,1,3
506,50165,668,80130,1,1,0,0,1,2,1,2,0,0,0,0,5
506,50165,668,80140,1,1,0,0,0,2,1,2,1,4,8,3,1
506,50165,668,80150,1,1,0,1,1,3,1,2,1,7,11,3,4
506,50165,668,80160,1,1,0,1,0,3,1,2,1,2,2,2,7
507,19086,526,63010,0,-3,1,-1,-3,-2,1,1,0,7,9,1,0
507,19086,526,63020,0,-2,0,-1,-1,0,1,1,1,0,10,2,1
507,19086,526,63030,0,-3,-3,0,-3,-2,1,1,1,1,7,1,10
507,19086,526,63040,0,-2,-3,0,-2,-3,1,1,1,3,1,2,4
507,19086,526,63050,0,-3,2,-2,-2,-3,1,1,0,7,5,3,8
507,19086,526,63060,1,-1,1,1,0,0,1,1,0,4,2,3,5
507,19086,526,63070,0,-2,-3,-2,-3,-3,1,1,0,5,3,0,6
507,19086,526,63080,0,-3,-2,-1,-3,-1,1,1,0,0,6,0,9
507,19086,526,63090,1,-1,1,0,1,0,1,1,0,1,11,3,2
507,19086,526,63100,1,-2,3,-1,-2,-1,1,1,0,2,8,2,11
507,19086,526,63110,0,-2,-3,-2,-3,-3,1,1,1,6,4,1,7
507,19086,526,63120,1,-1,2,0,-1,-1,1,1,0,2,0,0,3
508,31752,406,48610,0,-1,0,-1,0,1,1,0,0,6,6,3,9
508,31752,406,48620,1,0,0,0,0,1,1,0,0,2,2,2,5
508,31752,406,48630,0,-1,-1,-2,-1,0,1,0,0,0,8,1,11
508,31752,406,48640,1,1,1,1,2,1,1,0,0,7,11,2,2
508,31752,406,48650,0,-1,0,-1,0,0,1,0,1,1,1,1,4
508,31752,406,48660,1,-1,-1,-1,0,1,1,0,0,5,9,0,0
508,31752,406,48670,1,-1,1,-1,0,1,1,0,0,5,5,2,8
508,31752,406,48680,0,-1,-1,-2,-1,0,1,0,1,6,10,1,1
508,31752,406,48690,1,-1,1,0,0,0,1,0,0,3,3,3,6
508,31752,406,48700,0,0,-1,-1,0,1,1,0,1,7,7,0,10
508,31752,406,48710,0,0,0,0,0,0,1,0,1,4,4,0,7
508,31752,406,48720,1,0,-1,0,0,0,1,0,0,0,0,3,3
509,87192,427,51130,0,-2,2,-2,-2,-2,1,0,0,5,4,0,10
509,87192,427,51140,1,-3,2,-3,-3,-2,1,0,0,7,10,1,4
509,87192,427,51150,1,-3,-3,-3,-3,-3,1,0,0,3,6,0,0
509,87192,427,51160,0,-2,-2,-2,-2,-2,1,0,1,5,8,2,2
509,87192,427,51170,0,-2,-2,-2,-2,-3,1,0,0,2,1,0,7
509,87192,427,51180,1,1,2,2,2,0,1,0,0,4,3,3,9
509,87192,427,51190,1,2,3,2,2,2,1,0,0,6,9,3,3
509,87192,427,51200,1,1,1,1,2,2,1,0,1,0,11,2,5
509,87192,427,51210,0,-1,-1,-1,-1,0,1,0,0,4,7,1,1
509,87192,427,51220,0,-2,-2,-1,0,-3,1,0,0,1,0,3,6
509,87192,427,51230,1,-3,-3,-3,-3,-3,1,0,1,6,5,1,11
509,87192,427,51240,1,3,3,3,3,2,1,0,1,3,2,2,8
511,49039,880,105490,0,-1,-1,-1,-1,0,2,0,0,5,11,3,8
511,49039,880,105500,1,2,1,1,0,0,2,0,0,4,10,1,7
511,49039,880,105510,0,2,2,2,2,0,2,0,0,2,8,3,5
511,49039,880,105520,1,-1,-2,-2,-2,-2,2,0,1,0,6,0,3
511,49039,880,105530,0,0,-2,0,-2,-2,2,0,1,5,3,1,0
511,49039,880,105540,0,-2,1,-2,-1,-1,2,0,0,0,2,2,11
511,49039,880,105550,0,-2,-3,-1,-2,0,2,0,1,3,9,0,6
511,49039,880,105560,0,0,-1,0,0,0,2,0,0,6,4,2,1
511,49039,880,105570,0,0,-2,1,-1,-1,2,0,0,1,7,2,4
511,49039,880,105580,0,0,-1,0,0,0,2,0,0,7,1,1,10
511,49039,880,105590,0,-1,1,-1,-1,0,2,0,1,6,0,0,9
511,49039,880,105600,1,2,2,2,3,2,2,0,0,7,5,3,2
512,70494,13,1450,0,-1,0,-1,0,1,0,0,0,6,5,2,5
512,70494,13,1460,1,0,2,1,1,2,0,0,0,2,1,1,1
512,70494,13,1470,0,-2,0,-2,0,0,0,0,1,2,9,3,9
512,70494,13,1480,1,0,1,0,0,0,0,0,1,1,0,0,0
512,70494,13,1490,1,1,2,1,2,1,0,0,0,0,7,0,7
512,70494,13,1500,0,-2,0,-1,0,0,0,0,0,1,8,2,8
512,70494,13,1510,0,-2,1,-2,-1,0,0,0,0,4,11,1,11
512,70494,13,1520,0,-1,-1,0,0,0,0,0,1,4,3,3,3
512,70494,13,1530,0,-2,-2,-2,-2,-1,0,0,0,3,10,0,10
512,70494,13,1540,0,-1,-1,0,-1,0,0,0,1,7,6,3,6
512,70494,13,1550,1,1,1,2,1,1,0,0,0,3,2,2,2
512,70494,13,1560,0,-1,0,0,0,0,0,0,0,5,4,1,4
513,27097,175,20890,0,-3,-2,-2,-2,-2,0,1,1,1,9,0,3
513,27097,175,20900,0,-2,-2,-2,-2,-2,0,1,0,5,1,1,7
513,27097,175,20910,1,1,1,2,1,2,0,1,0,7,7,2,1
513,27097,175,20920,0,-2,-2,-2,-2,-2,0,1,0,1,5,2,11
513,27097,175,20930,1,2,2,2,2,2,0,1,0,6,2,3,8
513,27097,175,20940,0,-1,-1,-1,-1,2,0,1,1,6,6,1,0
513,27097,175,20950,1,1,2,2,1,-1,0,1,0,3,11,3,5
513,27097,175,20960,1,3,3,3,2,2,0,1,0,0,4,1,10
513,27097,175,20970,0,-2,-1,-1,-1,-2,0,1,1,7,3,0,9
513,27097,175,20980,0,-3,-3,-3,-3,-3,0,1,0,2,10,2,4
513,27097,175,20990,0,-1,-1,0,-1,-2,0,1,0,0,8,3,2
513,27097,175,21000,1,2,1,2,1,1,0,1,1,4,0,0,6
515,86638,638,76450,1,1,1,1,1,2,1,1,1,5,5,3,4
515,86638,638,76460,0,-2,-1,0,-2,-2,1,1,0,3,3,0,2
515,86638,638,76470,1,1,-1,0,1,1,1,1,1,2,2,3,1
515,86638,638,76480,0,-3,-1,-1,-3,-1,1,1,0,7,7,1,6
515,86638,638,76490,1,-1,1,0,-1,-1,1,1,0,1,1,2,0
515,86638,638,76500,0,-3,-2,-2,-3,1,1,1,1,3,11,2,10
515,86638,638,76510,1,-1,2,1,-1,-1,1,1,0,4,4,1,3
515,86638,638,76520,0,-2,-2,-2,-3,-1,1,1,0,4,0,3,11
515,86638,638,76530,0,-3,-1,-2,-3,-1,1,1,0,1,9,0,8
515,86638,638,76540,0,-1,1,1,-1,1,1,1,0,6,6,0,5
515,86638,638,76550,0,-1,1,-1,-1,2,1,1,1,0,8,2,7
515,86638,638,76560,0,-3,-2,-2,-3,-2,1,1,0,2,10,1,9
517,33292,1134,135970,0,-1,-3,0,0,-1,2,2,0,3,6,0,1
517,33292,1134,135980,0,-2,-2,-2,-2,-2,2,2,0,7,10,1,5
517,33292,1134,135990,0,0,-1,0,0,-1,2,2,0,1,0,3,7
517,33292,1134,136000,1,1,1,1,1,-1,2,2,1,2,5,3,0
517,33292,1134,136010,0,-2,-2,-2,-2,-2,2,2,1,3,2,2,9
517,33292,1134,136020,0,-2,-2,-3,-3,-3,2,2,0,6,9,0,4
517,33292,1134,136030,0,-2,-2,-2,-2,-1,2,2,0,2,1,1,8
517,33292,1134,136040,0,-2,-1,-1,-1,-1,2,2,1,5,8,2,3
517,33292,1134,136050,0,-1,-1,-1,-1,-1,2,2,0,4,3,3,10
517,33292,1134,136060,1,-1,0,0,1,1,2,2,0,5,4,0,11
517,33292,1134,136070,1,0,1,2,2,2,2,2,1,0,11,2,6
517,33292,1134,136080,0,0,-2,0,0,0,2,2,0,4,7,1,2
520,18376,418,50050,1,1,-1,1,1,-1,1,0,0,6,9,0,0
520,18376,418,50060,1,1,-2,1,1,-2,1,0,1,7,10,1,1
520,18376,418,50070,1,1,1,1,1,1,1,0,0,0,11,2,2
520,18376,418,50080,0,-3,-3,-2,-3,-3,1,0,1,0,7,0,10
520,18376,418,50090,1,0,1,1,-1,1,1,0,1,2,1,1,4
520,18376,418,50100,0,-1,-1,1,-1,1,1,0,0,1,0,3,3
520,18376,418,50110,1,1,1,1,1,1,1,0,1,5,4,0,7
520,18376,418,50120,0,-1,-2,-1,-2,-1,1,0,0,7,6,3,9
520,18376,418,50130,0,-2,-2,-1,-2,-2,1,0,0,4,3,3,6
520,18376,418,50140,0,1,-1,1,-1,-2,1,0,0,3,2,2,5
520,18376,418,50150,0,-2,1,-2,-2,2,1,0,0,6,5,2,8
520,18376,418,50160,0,-2,-2,-2,-2,-2,1,0,0,1,8,1,11
