@relation '4Cluster-weka.filters.unsupervised.attribute.NumericToNominal-R2-9-weka.filters.unsupervised.attribute.Reorder-R1-7,9,8-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R1'

@attribute whof {assis,tv,hvac,wash,secu,refr,light,alarm}
@attribute purposef {preshouse,lochouse,opauto,alert}
@attribute whatf {coalarm,locsens,colight,coassis,cohvac,cowash,micro,cotv,watch,corefri,cam,cosecu}
@attribute cstore {share,remserv,locally}
@attribute caction {reco,nothing,opti,insight}
@attribute cluster {cluster2,cluster3,cluster0,cluster1}
@attribute decision {0,1}

@data
light,alert,coassis,share,nothing,cluster2,0
assis,alert,micro,remserv,opti,cluster2,0
tv,preshouse,watch,remserv,insight,cluster2,1
hvac,lochouse,cowash,share,insight,cluster2,0
refr,preshouse,cohvac,share,opti,cluster2,0
hvac,alert,coalarm,locally,opti,cluster2,1
refr,opauto,cotv,locally,nothing,cluster2,1
wash,preshouse,locsens,locally,insight,cluster2,1
refr,alert,cotv,remserv,reco,cluster2,0
tv,alert,cowash,locally,reco,cluster2,0
wash,opauto,locsens,share,opti,cluster2,0
light,lochouse,corefri,locally,opti,cluster2,1
hvac,preshouse,coalarm,remserv,nothing,cluster2,0
assis,opauto,cohvac,locally,insight,cluster2,1
wash,preshouse,cosecu,locally,nothing,cluster2,0
tv,lochouse,watch,share,nothing,cluster2,0
assis,preshouse,micro,share,reco,cluster2,0
secu,opauto,coassis,remserv,insight,cluster2,0
light,alert,cam,share,insight,cluster2,0
alarm,lochouse,colight,remserv,opti,cluster2,0
tv,opauto,coalarm,remserv,opti,cluster0,0
wash,opauto,colight,locally,opti,cluster0,0
hvac,lochouse,cowash,locally,nothing,cluster0,0
light,alert,coassis,locally,insight,cluster0,1
alarm,alert,locsens,remserv,insight,cluster0,0
hvac,alert,watch,share,opti,cluster0,1
refr,lochouse,micro,remserv,nothing,cluster0,0
wash,preshouse,cosecu,share,insight,cluster0,1
assis,preshouse,cotv,locally,reco,cluster0,1
assis,opauto,cohvac,share,nothing,cluster0,0
secu,preshouse,cam,remserv,reco,cluster0,1
light,lochouse,corefri,share,reco,cluster0,0
alarm,lochouse,cotv,share,opti,cluster3,0
light,lochouse,cowash,remserv,insight,cluster3,1
hvac,opauto,corefri,locally,reco,cluster3,1
hvac,preshouse,cam,share,nothing,cluster3,0
secu,preshouse,watch,locally,opti,cluster3,1
secu,opauto,coalarm,share,insight,cluster3,0
refr,lochouse,cosecu,locally,insight,cluster3,1
alarm,alert,micro,locally,nothing,cluster3,1
assis,opauto,colight,remserv,reco,cluster3,1
tv,alert,coassis,remserv,nothing,cluster3,1
refr,alert,locsens,share,reco,cluster3,0
wash,preshouse,cohvac,remserv,opti,cluster3,1
alarm,alert,cowash,remserv,opti,cluster2,1
secu,preshouse,colight,remserv,insight,cluster2,0
light,alert,cosecu,locally,opti,cluster2,0
tv,alert,micro,share,nothing,cluster2,0
hvac,opauto,cotv,remserv,nothing,cluster2,0
tv,lochouse,cohvac,locally,reco,cluster2,0
wash,preshouse,coalarm,share,opti,cluster2,0
light,lochouse,locsens,share,insight,cluster2,0
wash,opauto,watch,locally,nothing,cluster2,1
refr,lochouse,coassis,remserv,reco,cluster2,0
assis,preshouse,corefri,locally,insight,cluster2,0
assis,opauto,cam,share,reco,cluster2,0
wash,alert,cotv,locally,opti,cluster2,1
hvac,opauto,coassis,locally,nothing,cluster2,1
light,opauto,cowash,share,reco,cluster2,1
hvac,preshouse,corefri,share,opti,cluster2,0
refr,opauto,cosecu,remserv,nothing,cluster2,1
assis,alert,colight,share,nothing,cluster2,0
secu,lochouse,watch,remserv,reco,cluster2,0
wash,lochouse,cohvac,share,insight,cluster2,0
light,preshouse,coalarm,locally,insight,cluster2,0
alarm,preshouse,micro,remserv,insight,cluster2,0
tv,alert,cam,remserv,opti,cluster2,0
assis,lochouse,locsens,locally,reco,cluster2,1
wash,opauto,colight,locally,insight,cluster2,1
alarm,alert,locsens,remserv,reco,cluster2,0
tv,opauto,coalarm,remserv,insight,cluster2,0
secu,preshouse,cam,remserv,nothing,cluster2,1
light,alert,coassis,locally,reco,cluster2,1
refr,opauto,micro,share,opti,cluster2,0
hvac,alert,watch,share,insight,cluster2,0
light,lochouse,corefri,share,nothing,cluster2,0
wash,preshouse,cosecu,share,reco,cluster2,0
hvac,lochouse,cowash,locally,opti,cluster2,1
assis,lochouse,cotv,remserv,opti,cluster2,0
refr,preshouse,cohvac,locally,nothing,cluster2,1
hvac,lochouse,locsens,locally,opti,cluster3,1
light,alert,micro,locally,reco,cluster3,1
refr,opauto,cowash,share,opti,cluster3,1
refr,preshouse,coalarm,locally,nothing,cluster3,0
light,lochouse,cotv,share,nothing,cluster3,1
wash,opauto,cam,locally,insight,cluster3,1
wash,preshouse,coassis,share,reco,cluster3,1
assis,lochouse,watch,remserv,opti,cluster3,1
secu,preshouse,cohvac,remserv,nothing,cluster3,1
tv,opauto,cosecu,remserv,insight,cluster3,1
alarm,alert,corefri,remserv,reco,cluster3,1
hvac,alert,colight,share,insight,cluster3,1
alarm,preshouse,locsens,share,nothing,cluster2,0
refr,lochouse,cohvac,remserv,insight,cluster2,0
tv,alert,coalarm,share,reco,cluster2,1
light,alert,cam,locally,nothing,cluster2,1
secu,preshouse,corefri,remserv,opti,cluster2,0
wash,alert,colight,remserv,nothing,cluster2,0
tv,lochouse,watch,locally,insight,cluster2,1
assis,preshouse,micro,locally,opti,cluster2,1
assis,opauto,cotv,share,insight,cluster2,1
light,lochouse,coassis,share,opti,cluster2,1
alarm,opauto,cosecu,locally,reco,cluster2,1
hvac,opauto,cowash,remserv,reco,cluster2,0
refr,alert,micro,share,insight,cluster1,0
wash,alert,colight,locally,reco,cluster1,0
tv,alert,coalarm,remserv,reco,cluster1,1
hvac,opauto,cowash,locally,insight,cluster1,0
hvac,preshouse,watch,share,reco,cluster1,0
assis,opauto,cotv,remserv,insight,cluster1,0
secu,opauto,cam,share,opti,cluster1,1
alarm,preshouse,locsens,remserv,nothing,cluster1,0
secu,preshouse,corefri,locally,nothing,cluster1,0
light,lochouse,coassis,remserv,opti,cluster1,0
refr,lochouse,cohvac,locally,opti,cluster1,0
wash,lochouse,cosecu,share,nothing,cluster1,0
refr,preshouse,coassis,locally,opti,cluster3,1
refr,opauto,corefri,share,insight,cluster3,1
wash,preshouse,cowash,share,nothing,cluster3,1
assis,lochouse,cam,remserv,insight,cluster3,1
alarm,alert,watch,remserv,nothing,cluster3,1
hvac,lochouse,cotv,locally,insight,cluster3,1
light,preshouse,locsens,remserv,opti,cluster3,1
hvac,alert,cohvac,share,reco,cluster3,1
tv,opauto,micro,remserv,reco,cluster3,1
secu,lochouse,cosecu,share,opti,cluster3,1
secu,alert,colight,locally,nothing,cluster3,1
wash,opauto,coalarm,locally,reco,cluster3,1
tv,lochouse,cohvac,share,reco,cluster2,1
alarm,preshouse,coalarm,locally,reco,cluster2,1
refr,alert,cam,remserv,insight,cluster2,1
tv,alert,cotv,locally,insight,cluster2,1
light,alert,cosecu,share,opti,cluster2,1
hvac,preshouse,micro,remserv,reco,cluster2,0
alarm,opauto,cowash,share,nothing,cluster2,0
secu,opauto,locsens,remserv,opti,cluster2,1
light,lochouse,colight,locally,nothing,cluster2,1
wash,lochouse,watch,remserv,nothing,cluster2,0
assis,preshouse,corefri,share,insight,cluster2,0
assis,opauto,coassis,locally,opti,cluster2,0
tv,opauto,cowash,remserv,nothing,cluster2,1
alarm,opauto,locsens,locally,nothing,cluster2,1
wash,alert,cosecu,remserv,opti,cluster2,1
secu,lochouse,coassis,share,insight,cluster2,1
light,preshouse,corefri,remserv,insight,cluster2,1
secu,alert,cam,locally,opti,cluster2,1
refr,preshouse,micro,locally,insight,cluster2,1
refr,opauto,cotv,share,reco,cluster2,1
hvac,lochouse,watch,locally,reco,cluster2,1
hvac,alert,coalarm,share,nothing,cluster2,1
assis,lochouse,cohvac,remserv,reco,cluster2,1
alarm,preshouse,colight,share,opti,cluster2,0
tv,lochouse,colight,remserv,insight,cluster2,0
alarm,opauto,coassis,remserv,reco,cluster2,1
hvac,opauto,locsens,share,insight,cluster2,1
wash,lochouse,corefri,locally,insight,cluster2,0
refr,lochouse,coalarm,share,opti,cluster2,0
light,opauto,cohvac,locally,reco,cluster2,1
light,preshouse,micro,share,nothing,cluster2,1
secu,alert,cotv,remserv,nothing,cluster2,1
assis,preshouse,cowash,remserv,opti,cluster2,0
hvac,preshouse,cosecu,locally,opti,cluster2,0
wash,alert,cam,share,reco,cluster2,0
refr,alert,watch,locally,nothing,cluster2,1
tv,alert,locsens,locally,insight,cluster2,0
assis,preshouse,cowash,share,insight,cluster2,0
alarm,preshouse,cam,locally,reco,cluster2,0
light,lochouse,cotv,locally,nothing,cluster2,1
wash,lochouse,corefri,remserv,nothing,cluster2,0
alarm,opauto,coassis,share,nothing,cluster2,0
secu,opauto,micro,remserv,opti,cluster2,1
refr,alert,watch,remserv,insight,cluster2,1
light,alert,cohvac,share,opti,cluster2,1
tv,lochouse,colight,share,reco,cluster2,0
assis,opauto,coalarm,locally,opti,cluster2,1
hvac,preshouse,cosecu,remserv,reco,cluster2,0
refr,lochouse,cohvac,locally,opti,cluster3,1
secu,preshouse,corefri,locally,nothing,cluster3,1
wash,alert,colight,locally,reco,cluster3,1
refr,alert,micro,share,insight,cluster3,1
hvac,opauto,cowash,locally,insight,cluster3,1
light,lochouse,coassis,remserv,opti,cluster3,1
wash,lochouse,cosecu,share,nothing,cluster3,1
assis,opauto,cotv,remserv,insight,cluster3,1
hvac,preshouse,watch,share,reco,cluster3,1
tv,alert,coalarm,remserv,reco,cluster3,1
alarm,preshouse,locsens,remserv,nothing,cluster3,1
secu,opauto,cam,share,opti,cluster3,1
refr,lochouse,coassis,remserv,opti,cluster2,1
tv,alert,micro,share,insight,cluster2,0
assis,opauto,cam,share,opti,cluster2,0
hvac,opauto,cotv,remserv,insight,cluster2,1
assis,preshouse,corefri,locally,nothing,cluster2,1
secu,alert,colight,locally,reco,cluster2,1
alarm,preshouse,watch,share,reco,cluster2,0
tv,lochouse,cohvac,locally,opti,cluster2,1
wash,alert,coalarm,remserv,reco,cluster2,1
light,preshouse,locsens,remserv,nothing,cluster2,0
secu,lochouse,cosecu,share,nothing,cluster2,0
alarm,opauto,cowash,locally,insight,cluster2,1
refr,alert,watch,share,insight,cluster3,0
secu,opauto,micro,share,opti,cluster3,0
assis,opauto,coalarm,remserv,insight,cluster3,1
alarm,preshouse,cam,remserv,nothing,cluster3,1
secu,preshouse,cohvac,locally,nothing,cluster3,1
wash,lochouse,corefri,share,nothing,cluster3,0
wash,alert,coassis,locally,reco,cluster3,1
refr,lochouse,cowash,locally,opti,cluster3,1
tv,alert,locsens,remserv,reco,cluster3,1
hvac,preshouse,cosecu,share,reco,cluster3,0
light,lochouse,cotv,remserv,opti,cluster3,1
hvac,opauto,colight,locally,insight,cluster3,1
tv,alert,locsens,locally,nothing,cluster0,0
refr,opauto,watch,locally,reco,cluster0,0
tv,lochouse,colight,share,opti,cluster0,0
refr,preshouse,coalarm,share,nothing,cluster0,0
secu,alert,cotv,share,reco,cluster0,0
assis,alert,cowash,remserv,nothing,cluster0,0
wash,lochouse,corefri,remserv,insight,cluster0,0
secu,lochouse,micro,locally,insight,cluster0,1
light,opauto,cohvac,remserv,reco,cluster0,0
alarm,opauto,coassis,share,insight,cluster0,0
hvac,preshouse,cosecu,remserv,opti,cluster0,0
alarm,preshouse,cam,locally,opti,cluster0,0
light,preshouse,cohvac,locally,insight,cluster2,0
assis,lochouse,cowash,locally,reco,cluster2,0
light,opauto,micro,share,reco,cluster2,0
tv,alert,colight,remserv,opti,cluster2,1
secu,lochouse,cotv,remserv,reco,cluster2,0
alarm,preshouse,coassis,remserv,insight,cluster2,0
refr,opauto,coalarm,remserv,nothing,cluster2,1
wash,lochouse,cam,share,insight,cluster2,0
hvac,preshouse,locsens,share,opti,cluster2,0
wash,alert,corefri,locally,opti,cluster2,1
hvac,opauto,cosecu,locally,nothing,cluster2,1
assis,alert,watch,share,nothing,cluster2,0
tv,preshouse,cotv,remserv,nothing,cluster3,1
hvac,lochouse,micro,share,nothing,cluster3,0
refr,preshouse,cam,share,reco,cluster3,0
assis,alert,coassis,remserv,reco,cluster3,0
light,opauto,colight,remserv,insight,cluster3,1
alarm,preshouse,watch,locally,nothing,cluster3,1
alarm,opauto,coalarm,share,opti,cluster3,1
refr,opauto,corefri,locally,insight,cluster3,1
hvac,alert,cohvac,locally,reco,cluster3,0
wash,lochouse,cowash,remserv,opti,cluster3,1
secu,alert,locsens,share,insight,cluster3,1
secu,lochouse,cosecu,locally,opti,cluster3,1
secu,opauto,locsens,remserv,reco,cluster3,1
assis,opauto,coassis,locally,reco,cluster3,1
light,alert,cosecu,share,reco,cluster3,1
refr,alert,cam,remserv,nothing,cluster3,1
hvac,alert,cohvac,locally,nothing,cluster3,1
tv,preshouse,cotv,remserv,opti,cluster3,0
light,lochouse,colight,locally,insight,cluster3,1
wash,opauto,watch,share,insight,cluster3,0
assis,preshouse,corefri,share,nothing,cluster3,1
wash,preshouse,cowash,locally,opti,cluster3,1
hvac,lochouse,micro,share,opti,cluster3,1
alarm,lochouse,coalarm,remserv,insight,cluster3,1
hvac,alert,corefri,locally,insight,cluster2,1
refr,opauto,cosecu,locally,opti,cluster2,1
wash,opauto,micro,share,nothing,cluster2,0
secu,lochouse,watch,locally,nothing,cluster2,1
light,opauto,cowash,remserv,opti,cluster2,0
hvac,lochouse,cam,share,reco,cluster2,1
refr,preshouse,locsens,share,insight,cluster2,0
wash,preshouse,cohvac,locally,reco,cluster2,0
tv,preshouse,coassis,remserv,reco,cluster2,1
secu,alert,coalarm,share,opti,cluster2,1
alarm,lochouse,cotv,remserv,nothing,cluster2,0
assis,alert,colight,remserv,insight,cluster2,0
wash,alert,coassis,remserv,nothing,cluster0,1
light,alert,micro,locally,nothing,cluster0,0
refr,lochouse,cowash,remserv,insight,cluster0,0
assis,preshouse,watch,locally,opti,cluster0,0
alarm,preshouse,cam,share,nothing,cluster0,0
alarm,opauto,corefri,locally,reco,cluster0,0
tv,lochouse,cosecu,locally,insight,cluster0,0
secu,preshouse,cohvac,remserv,opti,cluster0,0
tv,alert,locsens,share,reco,cluster0,0
assis,opauto,coalarm,share,insight,cluster0,0
hvac,opauto,colight,remserv,reco,cluster0,0
light,lochouse,cotv,share,opti,cluster0,0
wash,preshouse,colight,locally,insight,cluster3,1
hvac,alert,cowash,locally,opti,cluster3,0
assis,alert,cotv,remserv,opti,cluster3,0
refr,preshouse,micro,share,opti,cluster3,0
hvac,lochouse,watch,share,insight,cluster3,0
refr,opauto,cohvac,locally,nothing,cluster3,1
wash,opauto,cosecu,share,reco,cluster3,0
light,lochouse,coassis,locally,reco,cluster3,1
alarm,lochouse,locsens,remserv,reco,cluster3,1
light,alert,corefri,share,nothing,cluster3,1
secu,opauto,cam,remserv,nothing,cluster3,1
tv,preshouse,coalarm,remserv,insight,cluster3,0
wash,preshouse,coalarm,share,insight,cluster2,0
secu,preshouse,colight,remserv,reco,cluster2,1
assis,opauto,cam,share,nothing,cluster2,0
light,lochouse,locsens,share,reco,cluster2,0
light,alert,cosecu,locally,insight,cluster2,1
tv,opauto,cohvac,remserv,opti,cluster2,1
hvac,alert,cotv,share,opti,cluster2,1
refr,lochouse,coassis,remserv,nothing,cluster2,0
wash,opauto,watch,locally,opti,cluster2,0
hvac,lochouse,micro,locally,nothing,cluster2,1
alarm,alert,cowash,remserv,insight,cluster2,1
assis,preshouse,corefri,locally,reco,cluster2,0
light,alert,cosecu,remserv,nothing,cluster0,1
hvac,lochouse,micro,remserv,insight,cluster0,0
assis,lochouse,corefri,share,opti,cluster0,0
tv,opauto,cohvac,share,insight,cluster0,0
wash,opauto,watch,remserv,reco,cluster0,0
refr,preshouse,cam,remserv,opti,cluster0,1
tv,preshouse,cotv,locally,opti,cluster0,1
alarm,lochouse,coalarm,locally,insight,cluster0,1
alarm,alert,cowash,share,reco,cluster0,0
secu,preshouse,colight,share,nothing,cluster0,0
secu,opauto,locsens,locally,reco,cluster0,0
assis,alert,coassis,locally,nothing,cluster0,1
assis,lochouse,colight,remserv,nothing,cluster0,0
refr,preshouse,cosecu,locally,reco,cluster0,0
tv,lochouse,cam,locally,nothing,cluster0,0
secu,lochouse,coalarm,share,reco,cluster0,0
alarm,preshouse,cotv,share,insight,cluster0,0
alarm,opauto,micro,locally,opti,cluster0,1
secu,alert,watch,locally,insight,cluster0,1
light,preshouse,cowash,remserv,reco,cluster0,0
refr,opauto,locsens,share,nothing,cluster0,0
hvac,opauto,corefri,remserv,opti,cluster0,1
wash,alert,cohvac,remserv,insight,cluster0,0
tv,alert,coassis,share,opti,cluster0,0
tv,lochouse,coalarm,locally,insight,cluster2,1
light,lochouse,corefri,share,opti,cluster2,0
assis,preshouse,cotv,locally,opti,cluster2,1
secu,preshouse,cam,remserv,opti,cluster2,0
wash,alert,cosecu,remserv,nothing,cluster2,0
assis,opauto,cohvac,share,insight,cluster2,0
hvac,opauto,watch,remserv,reco,cluster2,1
light,alert,coassis,locally,nothing,cluster2,1
refr,lochouse,micro,remserv,insight,cluster2,0
alarm,opauto,locsens,locally,reco,cluster2,1
tv,alert,cowash,share,reco,cluster2,0
alarm,preshouse,colight,share,nothing,cluster2,0
refr,preshouse,cowash,remserv,opti,cluster1,0
assis,alert,watch,locally,nothing,cluster1,0
tv,opauto,locsens,share,insight,cluster1,0
hvac,lochouse,colight,remserv,insight,cluster1,1
wash,opauto,coassis,remserv,reco,cluster1,1
alarm,lochouse,corefri,locally,insight,cluster1,0
alarm,alert,cam,share,reco,cluster1,0
light,alert,cotv,remserv,nothing,cluster1,0
secu,opauto,cohvac,locally,reco,cluster1,0
secu,preshouse,micro,share,nothing,cluster1,0
assis,lochouse,coalarm,share,opti,cluster1,0
tv,preshouse,cosecu,locally,opti,cluster1,0
wash,alert,coalarm,locally,nothing,cluster1,0
light,opauto,colight,share,insight,cluster1,0
light,preshouse,locsens,locally,opti,cluster1,1
alarm,preshouse,watch,remserv,opti,cluster1,0
assis,lochouse,cam,locally,insight,cluster1,0
secu,lochouse,cosecu,remserv,insight,cluster1,0
tv,preshouse,cotv,share,nothing,cluster1,0
hvac,alert,cohvac,remserv,nothing,cluster1,1
wash,lochouse,cowash,share,opti,cluster1,0
refr,opauto,corefri,remserv,reco,cluster1,0
tv,opauto,micro,locally,reco,cluster1,1
assis,alert,coassis,share,reco,cluster1,0
hvac,preshouse,colight,remserv,reco,cluster3,1
alarm,preshouse,corefri,locally,reco,cluster3,0
light,lochouse,micro,locally,nothing,cluster3,1
secu,opauto,cohvac,remserv,opti,cluster3,1
refr,alert,cowash,remserv,insight,cluster3,1
tv,alert,cosecu,locally,insight,cluster3,1
assis,preshouse,coalarm,share,insight,cluster3,0
wash,lochouse,coassis,remserv,nothing,cluster3,0
light,alert,cotv,share,opti,cluster3,0
assis,opauto,watch,locally,opti,cluster3,1
alarm,opauto,cam,share,nothing,cluster3,1
tv,lochouse,locsens,share,reco,cluster3,0
tv,opauto,micro,locally,reco,cluster2,1
wash,lochouse,cowash,share,opti,cluster2,1
light,preshouse,locsens,locally,opti,cluster2,1
hvac,alert,cohvac,remserv,nothing,cluster2,1
alarm,preshouse,watch,remserv,opti,cluster2,0
light,opauto,colight,share,insight,cluster2,1
wash,alert,coalarm,locally,nothing,cluster2,1
tv,preshouse,cotv,share,nothing,cluster2,0
assis,lochouse,cam,locally,insight,cluster2,0
assis,alert,coassis,share,reco,cluster2,0
secu,lochouse,cosecu,remserv,insight,cluster2,1
refr,opauto,corefri,remserv,reco,cluster2,1
light,preshouse,locsens,remserv,opti,cluster3,1
hvac,alert,cohvac,share,reco,cluster3,0
tv,opauto,micro,remserv,reco,cluster3,0
wash,opauto,coalarm,locally,reco,cluster3,1
secu,alert,colight,locally,nothing,cluster3,1
wash,preshouse,cowash,share,nothing,cluster3,1
refr,opauto,corefri,share,insight,cluster3,1
refr,preshouse,coassis,locally,opti,cluster3,1
hvac,lochouse,cotv,locally,insight,cluster3,1
assis,lochouse,cam,remserv,insight,cluster3,1
alarm,alert,watch,remserv,nothing,cluster3,1
secu,lochouse,cosecu,share,opti,cluster3,1
tv,lochouse,cam,remserv,opti,cluster2,0
alarm,opauto,micro,remserv,insight,cluster2,1
wash,lochouse,cotv,locally,opti,cluster2,0
light,preshouse,cowash,share,reco,cluster2,0
wash,alert,cohvac,share,insight,cluster2,0
assis,alert,locsens,locally,reco,cluster2,1
assis,lochouse,colight,share,nothing,cluster2,0
refr,preshouse,cosecu,remserv,nothing,cluster2,0
light,opauto,coalarm,locally,insight,cluster2,1
hvac,opauto,corefri,share,opti,cluster2,0
hvac,preshouse,coassis,locally,nothing,cluster2,1
secu,alert,watch,remserv,reco,cluster2,1
refr,lochouse,watch,locally,nothing,cluster2,0
wash,lochouse,cam,share,reco,cluster2,0
refr,alert,coalarm,share,opti,cluster2,0
assis,opauto,cowash,remserv,opti,cluster2,1
tv,alert,colight,remserv,insight,cluster2,1
secu,lochouse,cotv,remserv,nothing,cluster2,1
hvac,opauto,cosecu,locally,opti,cluster2,1
light,preshouse,cohvac,locally,reco,cluster2,1
wash,alert,corefri,locally,insight,cluster2,0
hvac,preshouse,locsens,share,insight,cluster2,0
alarm,preshouse,coassis,remserv,reco,cluster2,0
light,opauto,micro,share,nothing,cluster2,0
tv,preshouse,watch,share,opti,cluster3,1
refr,alert,cohvac,share,nothing,cluster3,1
secu,opauto,corefri,share,reco,cluster3,1
refr,lochouse,cotv,locally,reco,cluster3,1
alarm,alert,colight,locally,opti,cluster3,1
assis,opauto,micro,remserv,nothing,cluster3,1
light,lochouse,cam,remserv,reco,cluster3,1
tv,opauto,cowash,locally,nothing,cluster3,1
alarm,lochouse,cosecu,share,insight,cluster3,1
hvac,alert,coalarm,remserv,opti,cluster3,1
wash,preshouse,locsens,remserv,insight,cluster3,1
secu,preshouse,coassis,locally,insight,cluster3,1
light,lochouse,watch,remserv,opti,cluster2,1
hvac,opauto,cam,locally,insight,cluster2,1
hvac,preshouse,coassis,share,reco,cluster2,0
tv,alert,corefri,remserv,reco,cluster2,1
secu,opauto,cowash,share,opti,cluster2,1
assis,opauto,cosecu,remserv,insight,cluster2,0
secu,preshouse,coalarm,locally,nothing,cluster2,0
wash,lochouse,cotv,share,nothing,cluster2,1
