@relation 'Framing2-weka.filters.unsupervised.attribute.Remove-R1-4,6-17,20-weka.filters.unsupervised.attribute.Reorder-R2-6,1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last'

@attribute whof {tv,secu,light,refr,alarm,assis,wash,hvac}
@attribute purposef {opauto,preshouse,alert,lochouse}
@attribute whatf {cosecu,cohvac,micro,coalarm,cotv,corefri,watch,coassis,cam,cowash,colight,locsens}
@attribute cstore {share,remserv,locally}
@attribute caction {insight,nothing,opti,reco}
@attribute decision {0,1}

@data
refr,alert,watch,share,reco,0
hvac,preshouse,cosecu,share,nothing,0
hvac,opauto,colight,locally,reco,1
light,lochouse,cotv,remserv,insight,0
refr,lochouse,watch,share,opti,0
hvac,opauto,cosecu,share,insight,0
wash,alert,corefri,share,reco,0
secu,alert,micro,remserv,nothing,1
wash,lochouse,coassis,locally,insight,0
light,preshouse,cohvac,share,nothing,1
refr,alert,cowash,locally,nothing,0
light,opauto,cotv,locally,reco,1
hvac,preshouse,colight,locally,opti,1
tv,lochouse,locsens,remserv,insight,1
assis,preshouse,coalarm,remserv,opti,1
alarm,opauto,cam,remserv,reco,1
secu,lochouse,cotv,share,opti,0
wash,opauto,corefri,locally,reco,0
alarm,alert,coassis,remserv,nothing,1
hvac,lochouse,cosecu,locally,insight,0
hvac,alert,locsens,share,reco,0
light,preshouse,cohvac,remserv,opti,1
refr,opauto,coalarm,share,insight,0
refr,preshouse,watch,locally,opti,1
assis,lochouse,cowash,remserv,insight,0
secu,alert,micro,locally,nothing,1
wash,preshouse,cam,share,nothing,0
tv,opauto,colight,remserv,reco,0
assis,opauto,watch,locally,reco,1
alarm,lochouse,corefri,remserv,insight,0
tv,preshouse,cosecu,remserv,opti,1
hvac,lochouse,colight,share,opti,0
light,lochouse,micro,locally,insight,1
secu,opauto,cohvac,remserv,reco,0
assis,preshouse,coalarm,share,nothing,0
wash,opauto,coassis,share,insight,0
refr,alert,cowash,remserv,nothing,0
light,alert,cotv,share,reco,0
hvac,alert,locsens,locally,nothing,1
wash,preshouse,cam,locally,opti,1
secu,alert,cosecu,remserv,nothing,1
wash,alert,cowash,share,reco,0
hvac,opauto,cohvac,share,insight,0
refr,lochouse,corefri,share,opti,1
assis,preshouse,cam,remserv,opti,1
alarm,opauto,watch,remserv,reco,0
tv,lochouse,micro,remserv,insight,0
refr,alert,coassis,locally,nothing,1
hvac,preshouse,cotv,locally,opti,1
light,preshouse,colight,share,nothing,0
light,opauto,locsens,locally,reco,1
wash,lochouse,coalarm,locally,insight,1
refr,preshouse,cowash,share,opti,0
tv,preshouse,cosecu,remserv,insight,1
wash,opauto,coassis,share,reco,1
alarm,lochouse,corefri,remserv,reco,1
secu,opauto,cohvac,remserv,nothing,1
hvac,lochouse,colight,share,insight,1
wash,preshouse,cam,locally,insight,1
light,lochouse,micro,locally,reco,1
refr,opauto,coalarm,locally,nothing,1
assis,alert,watch,remserv,opti,1
hvac,alert,locsens,locally,opti,1
light,alert,cotv,share,nothing,1
hvac,lochouse,coassis,locally,insight,0
light,preshouse,coalarm,remserv,opti,0
alarm,alert,micro,remserv,nothing,0
secu,lochouse,watch,share,opti,0
wash,opauto,cotv,locally,reco,0
assis,lochouse,locsens,remserv,insight,0
wash,preshouse,cohvac,share,nothing,0
refr,preshouse,colight,locally,opti,0
hvac,alert,corefri,share,reco,0
refr,opauto,cosecu,share,insight,0
tv,opauto,cam,remserv,reco,0
secu,alert,cowash,locally,nothing,0
wash,alert,colight,remserv,opti,1
tv,opauto,coalarm,remserv,nothing,1
refr,preshouse,cohvac,locally,insight,1
alarm,opauto,cosecu,locally,nothing,1
hvac,lochouse,cowash,locally,reco,1
refr,opauto,micro,share,reco,0
alarm,preshouse,locsens,share,opti,0
secu,alert,corefri,locally,opti,1
light,preshouse,coassis,remserv,insight,1
hvac,alert,watch,share,nothing,1
secu,lochouse,cam,share,insight,0
assis,lochouse,cotv,remserv,reco,0
secu,lochouse,cotv,locally,insight,0
tv,lochouse,cosecu,share,opti,0
light,opauto,micro,remserv,reco,1
alarm,preshouse,coassis,locally,opti,0
hvac,preshouse,locsens,remserv,opti,0
alarm,opauto,corefri,share,insight,0
tv,alert,colight,locally,nothing,1
refr,preshouse,cowash,share,nothing,0
refr,opauto,coalarm,locally,reco,1
assis,alert,watch,remserv,nothing,1
wash,lochouse,cam,remserv,insight,0
secu,alert,cohvac,share,reco,0
light,alert,cotv,share,nothing,1
alarm,lochouse,corefri,remserv,reco,1
hvac,alert,locsens,locally,opti,1
wash,preshouse,cam,locally,insight,1
assis,alert,watch,remserv,opti,1
refr,preshouse,cowash,share,opti,1
hvac,lochouse,colight,share,insight,1
wash,opauto,coassis,share,reco,1
tv,preshouse,cosecu,remserv,insight,1
light,lochouse,micro,locally,reco,1
refr,opauto,coalarm,locally,nothing,1
secu,opauto,cohvac,remserv,nothing,1
alarm,alert,micro,share,reco,0
wash,opauto,cotv,remserv,reco,0
tv,preshouse,corefri,locally,opti,1
light,alert,coalarm,remserv,nothing,1
assis,alert,cosecu,locally,nothing,0
hvac,lochouse,coassis,remserv,insight,0
assis,lochouse,locsens,share,opti,0
secu,preshouse,watch,share,nothing,0
alarm,lochouse,cohvac,locally,insight,0
tv,opauto,cam,share,insight,0
secu,opauto,cowash,locally,reco,0
refr,preshouse,colight,remserv,opti,0
alarm,lochouse,cowash,remserv,insight,1
tv,preshouse,cohvac,remserv,opti,0
hvac,lochouse,cotv,share,opti,1
refr,alert,coassis,remserv,nothing,1
light,alert,locsens,share,reco,1
assis,preshouse,cam,share,nothing,1
assis,opauto,corefri,locally,reco,1
secu,opauto,colight,remserv,reco,1
wash,opauto,coalarm,share,insight,1
hvac,alert,micro,locally,nothing,1
wash,preshouse,watch,locally,opti,1
light,lochouse,cosecu,locally,insight,1
refr,lochouse,locsens,share,opti,0
assis,preshouse,colight,remserv,opti,1
light,preshouse,watch,share,nothing,1
refr,alert,cosecu,locally,nothing,0
wash,alert,micro,share,reco,0
hvac,opauto,cam,share,insight,0
light,opauto,cowash,locally,reco,0
tv,lochouse,coassis,remserv,insight,0
wash,lochouse,cohvac,locally,insight,0
hvac,preshouse,corefri,locally,opti,0
alarm,opauto,cotv,remserv,reco,0
secu,alert,coalarm,remserv,nothing,1
refr,lochouse,cotv,remserv,insight,1
secu,preshouse,coassis,remserv,opti,1
alarm,preshouse,cosecu,share,nothing,0
wash,alert,locsens,remserv,nothing,1
hvac,opauto,coalarm,remserv,reco,1
tv,lochouse,cowash,locally,insight,0
assis,opauto,micro,share,insight,1
light,lochouse,cam,share,opti,1
assis,preshouse,cohvac,locally,opti,1
alarm,opauto,colight,locally,reco,1
light,alert,corefri,locally,nothing,1
tv,alert,watch,share,reco,1
secu,opauto,watch,share,insight,0
assis,opauto,locsens,remserv,reco,1
hvac,preshouse,corefri,share,nothing,0
wash,preshouse,cotv,remserv,opti,1
light,lochouse,coalarm,remserv,insight,1
alarm,lochouse,micro,share,opti,0
tv,alert,cam,remserv,nothing,0
refr,lochouse,colight,locally,insight,1
secu,preshouse,cowash,locally,opti,0
alarm,alert,cohvac,locally,nothing,1
hvac,opauto,coassis,locally,reco,0
refr,alert,cosecu,share,reco,0
alarm,preshouse,colight,remserv,insight,0
light,preshouse,corefri,locally,insight,0
refr,opauto,cotv,remserv,nothing,0
wash,lochouse,locsens,share,insight,0
assis,alert,micro,share,nothing,0
assis,lochouse,cohvac,locally,reco,0
hvac,opauto,watch,locally,nothing,1
light,opauto,cam,share,reco,0
hvac,preshouse,coalarm,share,opti,0
wash,alert,cosecu,locally,opti,0
secu,lochouse,coassis,remserv,reco,0
tv,alert,cowash,remserv,opti,0
refr,opauto,cotv,remserv,reco,1
light,opauto,cam,share,insight,1
assis,alert,micro,share,reco,1
wash,alert,cosecu,locally,nothing,1
hvac,alert,coalarm,remserv,nothing,1
tv,opauto,cowash,locally,reco,1
wash,lochouse,locsens,share,opti,1
alarm,preshouse,colight,remserv,opti,1
tv,preshouse,watch,share,nothing,1
secu,lochouse,coassis,remserv,insight,1
assis,lochouse,cohvac,locally,insight,1
light,preshouse,corefri,locally,opti,1
refr,opauto,micro,share,reco,1
hvac,lochouse,cowash,locally,reco,1
alarm,opauto,cosecu,locally,nothing,1
hvac,alert,watch,share,nothing,0
secu,lochouse,cam,share,insight,1
refr,preshouse,cohvac,locally,insight,1
light,preshouse,coassis,remserv,insight,1
tv,opauto,coalarm,remserv,nothing,1
assis,lochouse,cotv,remserv,reco,1
alarm,preshouse,locsens,share,opti,0
wash,alert,colight,remserv,opti,1
secu,alert,corefri,locally,opti,1
alarm,opauto,cohvac,share,insight,0
secu,lochouse,coalarm,locally,insight,1
tv,alert,coassis,locally,nothing,1
light,opauto,watch,remserv,reco,1
refr,opauto,locsens,locally,reco,0
alarm,preshouse,cotv,locally,opti,1
secu,alert,cowash,share,reco,0
tv,lochouse,corefri,share,opti,0
refr,preshouse,colight,share,nothing,0
assis,alert,cosecu,remserv,nothing,1
wash,lochouse,micro,remserv,insight,0
hvac,preshouse,cam,remserv,opti,1
light,alert,colight,remserv,nothing,0
alarm,lochouse,watch,locally,insight,1
secu,preshouse,locsens,share,nothing,0
assis,alert,cam,locally,nothing,0
refr,preshouse,corefri,remserv,opti,0
hvac,lochouse,cohvac,remserv,insight,0
assis,lochouse,coassis,share,opti,0
secu,opauto,cosecu,locally,reco,0
alarm,alert,coalarm,share,reco,0
tv,opauto,cotv,share,insight,0
tv,preshouse,micro,locally,opti,0
wash,opauto,cowash,remserv,reco,1
alarm,preshouse,cotv,share,opti,0
wash,alert,cohvac,remserv,opti,1
refr,preshouse,cosecu,locally,insight,1
light,preshouse,cowash,remserv,insight,0
assis,lochouse,colight,remserv,reco,1
secu,lochouse,coalarm,share,insight,0
alarm,opauto,micro,locally,nothing,1
secu,alert,watch,locally,opti,1
refr,opauto,locsens,share,reco,0
hvac,alert,cam,share,nothing,0
tv,opauto,coassis,remserv,nothing,0
hvac,lochouse,corefri,locally,reco,1
light,alert,locsens,locally,nothing,1
assis,preshouse,cam,locally,opti,1
tv,lochouse,micro,locally,insight,1
alarm,preshouse,coalarm,share,nothing,0
refr,lochouse,corefri,remserv,insight,1
wash,alert,cowash,remserv,nothing,1
light,lochouse,colight,share,opti,0
alarm,opauto,watch,locally,reco,1
assis,opauto,coassis,share,insight,0
hvac,opauto,cohvac,remserv,reco,1
tv,alert,cotv,share,reco,0
secu,preshouse,cosecu,remserv,opti,1
tv,opauto,cosecu,remserv,reco,1
hvac,lochouse,locsens,locally,insight,1
hvac,alert,colight,share,reco,1
assis,lochouse,watch,remserv,insight,1
secu,alert,cotv,locally,nothing,1
secu,lochouse,cohvac,share,opti,1
refr,opauto,cowash,share,insight,1
wash,preshouse,coassis,share,nothing,1
light,preshouse,micro,remserv,opti,1
refr,preshouse,coalarm,locally,opti,1
wash,opauto,cam,locally,reco,1
alarm,alert,corefri,remserv,nothing,1
wash,opauto,micro,remserv,reco,0
secu,opauto,coalarm,locally,reco,1
refr,preshouse,locsens,remserv,opti,1
alarm,lochouse,cotv,locally,insight,0
tv,preshouse,coassis,locally,opti,1
assis,lochouse,cosecu,share,opti,0
assis,alert,colight,locally,nothing,1
light,alert,watch,remserv,nothing,1
alarm,alert,cohvac,share,reco,0
tv,opauto,corefri,share,insight,0
secu,preshouse,cowash,share,nothing,0
hvac,lochouse,cam,remserv,insight,0
assis,lochouse,micro,locally,reco,1
light,preshouse,cam,locally,insight,1
assis,alert,cotv,share,nothing,0
hvac,opauto,coalarm,locally,nothing,1
hvac,preshouse,cowash,share,opti,0
tv,alert,watch,remserv,opti,1
wash,alert,locsens,locally,opti,0
refr,opauto,cohvac,remserv,nothing,1
alarm,preshouse,cosecu,remserv,insight,1
light,opauto,coassis,share,reco,0
wash,lochouse,colight,share,insight,0
secu,lochouse,corefri,remserv,reco,0
alarm,opauto,corefri,share,insight,0
refr,opauto,coalarm,locally,reco,1
tv,alert,colight,locally,nothing,0
refr,preshouse,cowash,share,nothing,0
secu,lochouse,cotv,locally,insight,1
tv,lochouse,cosecu,share,opti,0
light,opauto,micro,remserv,reco,0
alarm,preshouse,coassis,locally,opti,0
assis,alert,watch,remserv,nothing,1
secu,alert,cohvac,share,reco,0
wash,lochouse,cam,remserv,insight,0
hvac,preshouse,locsens,remserv,opti,0
light,preshouse,coassis,locally,opti,1
light,opauto,corefri,share,insight,1
alarm,preshouse,locsens,remserv,opti,1
wash,alert,colight,locally,nothing,1
tv,opauto,coalarm,locally,reco,1
hvac,alert,watch,remserv,nothing,1
assis,lochouse,cotv,locally,insight,1
wash,lochouse,cosecu,share,opti,1
assis,alert,cohvac,share,reco,1
secu,lochouse,cam,remserv,insight,1
tv,preshouse,cowash,share,nothing,1
refr,opauto,micro,remserv,reco,1
wash,alert,corefri,locally,nothing,1
refr,opauto,coalarm,remserv,reco,1
wash,lochouse,cam,share,opti,0
tv,opauto,colight,locally,reco,1
light,opauto,micro,share,insight,0
secu,lochouse,cotv,remserv,insight,0
hvac,alert,locsens,remserv,nothing,1
light,preshouse,cohvac,locally,opti,1
assis,lochouse,cowash,locally,insight,0
alarm,preshouse,coassis,remserv,opti,0
tv,preshouse,cosecu,share,nothing,0
assis,alert,watch,share,reco,0
hvac,lochouse,locsens,share,insight,1
wash,preshouse,corefri,locally,insight,1
refr,opauto,watch,locally,nothing,1
light,alert,micro,share,nothing,1
refr,preshouse,coalarm,share,opti,1
assis,alert,cowash,remserv,opti,1
alarm,lochouse,coassis,remserv,reco,1
light,lochouse,cohvac,locally,reco,1
tv,preshouse,colight,remserv,insight,1
wash,opauto,cam,share,reco,1
secu,opauto,cotv,remserv,nothing,1
hvac,alert,cosecu,locally,opti,1
wash,opauto,coalarm,locally,nothing,1
assis,opauto,coassis,share,reco,1
light,lochouse,colight,share,insight,0
tv,alert,cotv,share,nothing,0
assis,preshouse,cam,locally,insight,1
wash,preshouse,cowash,share,opti,1
refr,lochouse,corefri,remserv,reco,0
tv,lochouse,micro,locally,reco,0
secu,preshouse,cosecu,remserv,insight,1
light,alert,locsens,locally,opti,1
alarm,alert,watch,remserv,opti,1
hvac,opauto,cohvac,remserv,nothing,1
wash,preshouse,cotv,locally,opti,0
alarm,lochouse,micro,remserv,insight,0
refr,alert,cosecu,remserv,nothing,0
hvac,alert,coassis,locally,nothing,1
wash,opauto,cohvac,share,insight,0
tv,preshouse,cam,remserv,opti,0
hvac,lochouse,corefri,share,opti,0
assis,opauto,locsens,locally,reco,0
light,alert,cowash,share,reco,0
assis,preshouse,colight,share,nothing,1
secu,opauto,watch,remserv,reco,1
light,lochouse,coalarm,locally,insight,0
tv,alert,colight,share,reco,0
alarm,preshouse,coassis,share,nothing,1
secu,preshouse,micro,remserv,opti,0
assis,preshouse,coalarm,locally,opti,0
tv,lochouse,locsens,locally,insight,0
refr,lochouse,watch,remserv,insight,0
light,alert,cotv,locally,nothing,0
alarm,opauto,cam,locally,reco,0
wash,alert,corefri,remserv,nothing,0
hvac,opauto,cosecu,remserv,reco,1
assis,opauto,cowash,share,insight,0
light,lochouse,cohvac,share,opti,0
light,opauto,coassis,remserv,nothing,0
assis,opauto,micro,locally,nothing,0
hvac,preshouse,cowash,remserv,insight,0
secu,alert,cam,share,nothing,0
alarm,preshouse,cosecu,locally,insight,0
refr,alert,cohvac,remserv,opti,0
tv,alert,watch,locally,opti,0
alarm,opauto,locsens,share,reco,0
tv,lochouse,coalarm,share,insight,0
wash,lochouse,colight,remserv,reco,0
secu,lochouse,corefri,locally,reco,0
assis,preshouse,cotv,share,opti,0
refr,lochouse,cowash,locally,insight,0
wash,preshouse,coassis,remserv,opti,0
refr,alert,watch,share,reco,0
alarm,alert,corefri,locally,nothing,0
assis,opauto,coalarm,remserv,reco,0
secu,opauto,micro,share,insight,0
light,lochouse,cotv,remserv,insight,0
hvac,preshouse,cosecu,share,nothing,0
hvac,opauto,colight,locally,reco,0
alarm,lochouse,cam,share,opti,0
tv,alert,locsens,remserv,nothing,0
secu,preshouse,cohvac,locally,opti,0
assis,preshouse,micro,share,nothing,0
secu,opauto,coassis,remserv,reco,1
wash,opauto,locsens,share,insight,0
hvac,lochouse,coalarm,share,opti,1
tv,preshouse,cowash,remserv,opti,1
light,alert,cam,share,reco,0
wash,preshouse,cosecu,locally,opti,1
alarm,lochouse,colight,remserv,insight,0
refr,alert,cotv,remserv,nothing,0
hvac,alert,watch,locally,nothing,1
assis,opauto,cohvac,locally,reco,1
light,lochouse,corefri,locally,insight,0
hvac,alert,coassis,remserv,nothing,0
tv,preshouse,cam,share,nothing,0
tv,opauto,corefri,locally,reco,0
secu,lochouse,cowash,remserv,insight,0
wash,lochouse,cotv,share,opti,0
light,opauto,coalarm,share,insight,1
assis,alert,locsens,share,reco,0
refr,opauto,colight,remserv,reco,0
light,preshouse,watch,locally,opti,1
assis,lochouse,cosecu,locally,insight,1
alarm,preshouse,cohvac,remserv,opti,1
wash,alert,micro,locally,nothing,0
hvac,lochouse,cam,share,opti,0
assis,opauto,colight,locally,reco,0
alarm,lochouse,cotv,remserv,insight,0
secu,opauto,coalarm,remserv,reco,0
wash,opauto,micro,share,insight,0
wash,preshouse,cohvac,locally,opti,0
refr,alert,locsens,remserv,nothing,0
light,alert,watch,share,reco,0
tv,preshouse,coassis,remserv,opti,0
hvac,alert,corefri,locally,nothing,0
assis,preshouse,cosecu,share,nothing,0
light,lochouse,cowash,locally,insight,0
light,alert,cowash,locally,nothing,1
tv,alert,corefri,share,reco,0
wash,alert,micro,remserv,nothing,1
light,lochouse,watch,share,opti,1
secu,preshouse,coalarm,remserv,opti,1
refr,lochouse,locsens,remserv,insight,0
assis,preshouse,colight,locally,opti,1
tv,lochouse,coassis,locally,insight,0
alarm,opauto,cotv,locally,reco,1
alarm,preshouse,cohvac,share,nothing,0
hvac,opauto,cam,remserv,reco,1
assis,opauto,cosecu,share,insight,1
alarm,opauto,cotv,share,reco,0
hvac,preshouse,corefri,remserv,insight,1
alarm,preshouse,micro,locally,insight,0
refr,alert,cosecu,remserv,opti,0
tv,alert,cam,locally,opti,0
tv,lochouse,coassis,share,insight,0
light,opauto,cowash,remserv,nothing,1
assis,preshouse,colight,share,opti,0
secu,lochouse,watch,locally,reco,0
assis,opauto,locsens,locally,nothing,1
secu,alert,coalarm,share,nothing,0
wash,lochouse,cohvac,remserv,reco,1
hvac,preshouse,coalarm,locally,opti,1
tv,lochouse,watch,remserv,insight,1
secu,alert,corefri,remserv,nothing,1
refr,alert,cotv,locally,nothing,1
light,preshouse,coassis,share,nothing,1
light,opauto,cam,locally,reco,1
wash,lochouse,locsens,locally,insight,1
assis,preshouse,micro,remserv,opti,1
hvac,opauto,cowash,share,insight,1
alarm,opauto,cosecu,remserv,reco,1
refr,lochouse,cohvac,share,opti,1
wash,alert,colight,share,reco,1
assis,preshouse,corefri,locally,opti,1
assis,opauto,cam,share,insight,0
alarm,preshouse,watch,share,nothing,0
tv,alert,micro,share,reco,0
wash,alert,coalarm,remserv,nothing,1
alarm,opauto,cowash,locally,reco,1
refr,lochouse,coassis,remserv,insight,1
secu,preshouse,colight,remserv,opti,1
tv,lochouse,cohvac,locally,insight,1
light,lochouse,locsens,share,opti,0
hvac,opauto,cotv,remserv,reco,0
light,alert,cosecu,locally,nothing,1
refr,lochouse,coalarm,share,opti,0
hvac,opauto,locsens,share,insight,0
assis,preshouse,cowash,remserv,opti,1
tv,lochouse,colight,remserv,insight,1
wash,alert,cam,share,reco,0
light,preshouse,micro,share,nothing,0
alarm,opauto,coassis,remserv,reco,0
wash,lochouse,corefri,locally,insight,0
secu,alert,cotv,remserv,nothing,1
hvac,preshouse,cosecu,locally,opti,0
light,opauto,cohvac,locally,reco,0
refr,alert,watch,locally,nothing,1
wash,preshouse,coalarm,share,opti,0
light,lochouse,locsens,share,insight,1
tv,alert,micro,share,nothing,0
hvac,opauto,cotv,remserv,nothing,1
refr,lochouse,coassis,remserv,reco,1
alarm,alert,cowash,remserv,opti,1
assis,preshouse,corefri,locally,insight,1
assis,opauto,cam,share,reco,1
tv,lochouse,cohvac,locally,reco,1
secu,preshouse,colight,remserv,insight,1
wash,opauto,watch,locally,nothing,1
light,alert,cosecu,locally,opti,1
hvac,lochouse,locsens,locally,insight,1
wash,preshouse,coassis,share,nothing,1
assis,lochouse,watch,remserv,insight,1
hvac,alert,colight,share,reco,1
secu,alert,cotv,locally,nothing,1
refr,preshouse,coalarm,locally,opti,1
refr,opauto,cowash,share,insight,1
tv,opauto,cosecu,remserv,reco,1
alarm,alert,corefri,remserv,nothing,1
secu,lochouse,cohvac,share,opti,1
light,preshouse,micro,remserv,opti,1
wash,opauto,cam,locally,reco,0
hvac,preshouse,watch,share,opti,0
secu,lochouse,cam,remserv,reco,1
wash,lochouse,cosecu,share,insight,1
light,preshouse,coassis,locally,insight,1
assis,lochouse,cotv,locally,reco,0
hvac,opauto,cowash,locally,nothing,1
assis,alert,cohvac,share,nothing,1
wash,alert,colight,locally,opti,1
alarm,preshouse,locsens,remserv,insight,1
light,opauto,corefri,share,reco,1
refr,opauto,micro,remserv,nothing,1
tv,alert,coalarm,remserv,opti,1
secu,preshouse,micro,remserv,insight,1
hvac,opauto,cosecu,remserv,nothing,1
tv,alert,colight,share,nothing,1
assis,preshouse,coalarm,locally,insight,1
light,alert,cotv,locally,opti,1
alarm,alert,cam,remserv,opti,1
refr,lochouse,watch,remserv,reco,1
tv,lochouse,locsens,locally,reco,1
wash,opauto,coassis,locally,nothing,1
assis,opauto,cowash,share,reco,1
wash,preshouse,corefri,share,opti,1
light,lochouse,cohvac,share,insight,1
refr,lochouse,cowash,locally,reco,1
tv,opauto,cosecu,locally,nothing,0
secu,preshouse,cohvac,locally,insight,1
alarm,alert,corefri,locally,opti,1
tv,preshouse,locsens,share,opti,0
secu,opauto,micro,share,reco,0
alarm,lochouse,cam,share,insight,0
refr,alert,watch,share,nothing,0
light,lochouse,cotv,remserv,reco,0
assis,opauto,coalarm,remserv,nothing,1
wash,preshouse,coassis,remserv,insight,0
hvac,alert,colight,remserv,opti,0
alarm,preshouse,coassis,share,nothing,1
tv,alert,colight,share,reco,0
tv,lochouse,locsens,locally,insight,1
secu,preshouse,micro,remserv,opti,1
assis,opauto,cowash,share,insight,0
light,lochouse,cohvac,share,opti,1
assis,preshouse,coalarm,locally,opti,1
refr,lochouse,watch,remserv,insight,1
light,alert,cotv,locally,nothing,1
alarm,opauto,cam,locally,reco,0
hvac,opauto,cosecu,remserv,reco,1
wash,alert,corefri,remserv,nothing,1
assis,lochouse,micro,share,opti,1
refr,preshouse,cotv,remserv,opti,1
hvac,lochouse,coalarm,remserv,insight,1
wash,opauto,locsens,remserv,reco,1
tv,preshouse,cowash,locally,opti,1
light,alert,cam,remserv,nothing,1
assis,alert,cohvac,locally,nothing,1
alarm,lochouse,colight,locally,insight,1
tv,opauto,watch,share,insight,1
secu,preshouse,corefri,share,nothing,1
secu,opauto,coassis,locally,reco,1
alarm,alert,cosecu,share,reco,1
refr,opauto,coalarm,locally,reco,0
alarm,preshouse,coassis,locally,opti,0
tv,lochouse,cosecu,share,opti,0
wash,lochouse,cam,remserv,insight,1
light,opauto,micro,remserv,reco,0
tv,alert,colight,locally,nothing,0
refr,preshouse,cowash,share,nothing,0
hvac,preshouse,locsens,remserv,opti,0
secu,lochouse,cotv,locally,insight,1
secu,alert,cohvac,share,reco,0
assis,alert,watch,remserv,nothing,1
alarm,opauto,corefri,share,insight,0
light,opauto,coalarm,locally,reco,1
hvac,preshouse,coassis,locally,opti,1
hvac,opauto,corefri,share,insight,0
wash,alert,cohvac,share,reco,0
refr,lochouse,cosecu,share,opti,0
secu,alert,watch,remserv,nothing,1
light,preshouse,cowash,share,nothing,0
tv,lochouse,cam,remserv,insight,0
assis,preshouse,locsens,remserv,opti,1
refr,alert,colight,locally,nothing,1
alarm,opauto,micro,remserv,reco,0
wash,lochouse,cotv,locally,insight,0
light,opauto,locsens,remserv,reco,1
assis,alert,cam,remserv,nothing,1
alarm,opauto,watch,share,insight,0
refr,opauto,coassis,locally,reco,1
wash,lochouse,coalarm,remserv,insight,1
secu,lochouse,colight,locally,insight,1
tv,lochouse,micro,share,opti,0
secu,alert,cosecu,share,reco,1
refr,preshouse,corefri,share,nothing,1
tv,alert,cohvac,locally,nothing,1
alarm,preshouse,cowash,locally,opti,1
hvac,preshouse,cotv,remserv,opti,1
refr,opauto,locsens,remserv,reco,1
hvac,alert,cam,remserv,nothing,0
light,preshouse,cowash,locally,opti,0
assis,alert,cosecu,share,reco,1
wash,lochouse,micro,share,opti,1
wash,alert,cohvac,locally,nothing,0
assis,lochouse,colight,locally,insight,1
secu,lochouse,coalarm,remserv,insight,1
tv,opauto,coassis,locally,reco,1
tv,preshouse,corefri,share,nothing,1
light,opauto,watch,share,insight,0
alarm,preshouse,cotv,remserv,opti,1
secu,alert,cowash,remserv,nothing,1
alarm,opauto,cohvac,remserv,reco,1
hvac,opauto,coassis,share,insight,1
wash,alert,cotv,share,reco,1
assis,preshouse,cosecu,remserv,opti,0
wash,lochouse,micro,locally,insight,0
refr,lochouse,colight,share,opti,1
refr,alert,locsens,locally,nothing,0
hvac,preshouse,cam,locally,opti,1
light,opauto,watch,locally,reco,1
light,preshouse,coalarm,share,nothing,1
tv,lochouse,corefri,remserv,insight,1
wash,lochouse,colight,share,opti,1
alarm,preshouse,cosecu,remserv,opti,1
secu,lochouse,corefri,remserv,insight,1
assis,alert,cotv,share,reco,1
light,preshouse,cam,locally,opti,1
assis,lochouse,micro,locally,insight,1
tv,preshouse,coalarm,share,nothing,1
hvac,alert,cowash,remserv,nothing,1
light,opauto,coassis,share,insight,1
wash,alert,locsens,locally,nothing,1
refr,opauto,cohvac,remserv,reco,1
tv,opauto,watch,locally,reco,1
tv,preshouse,cosecu,share,opti,1
refr,alert,cowash,share,nothing,1
alarm,alert,coassis,locally,opti,1
wash,preshouse,cam,remserv,insight,1
assis,opauto,watch,remserv,nothing,1
hvac,alert,locsens,remserv,opti,0
secu,opauto,cohvac,share,reco,1
refr,lochouse,coalarm,locally,reco,0
alarm,lochouse,corefri,share,insight,0
secu,preshouse,cotv,locally,insight,1
tv,opauto,colight,locally,nothing,1
light,lochouse,micro,remserv,reco,0
assis,preshouse,cam,remserv,opti,0
wash,lochouse,coalarm,locally,insight,1
refr,lochouse,corefri,share,opti,0
light,opauto,locsens,locally,reco,1
hvac,preshouse,cotv,locally,opti,0
light,preshouse,colight,share,nothing,1
tv,lochouse,micro,remserv,insight,0
alarm,opauto,watch,remserv,reco,1
secu,alert,cosecu,remserv,nothing,1
hvac,opauto,cohvac,share,insight,1
refr,alert,coassis,locally,nothing,1
wash,alert,cowash,share,reco,0
wash,preshouse,cam,locally,opti,1
assis,opauto,watch,locally,reco,1
assis,preshouse,coalarm,share,nothing,0
wash,opauto,coassis,share,insight,0
light,alert,cotv,share,reco,0
hvac,lochouse,colight,share,opti,0
secu,opauto,cohvac,remserv,reco,0
tv,preshouse,cosecu,remserv,opti,1
light,lochouse,micro,locally,insight,1
hvac,alert,locsens,locally,nothing,1
alarm,lochouse,corefri,remserv,insight,0
refr,alert,cowash,remserv,nothing,1
refr,alert,locsens,remserv,nothing,0
light,alert,watch,share,reco,0
hvac,alert,corefri,locally,nothing,1
tv,preshouse,coassis,remserv,opti,1
wash,preshouse,cohvac,locally,opti,1
alarm,lochouse,cotv,remserv,insight,1
light,lochouse,cowash,locally,insight,1
wash,opauto,micro,share,insight,1
assis,opauto,colight,locally,reco,1
assis,preshouse,cosecu,share,nothing,1
hvac,lochouse,cam,share,opti,1
secu,opauto,coalarm,remserv,reco,1
wash,preshouse,corefri,remserv,insight,0
refr,lochouse,watch,locally,reco,1
secu,preshouse,micro,locally,insight,1
